country,year,year_month,month,n_users,pct_is_hired_1mo,pct_is_unemployed,pct_job_offer,pct_job_search,pct_lost_job_1mo,pct_is_hired_1mo_male,pct_is_unemployed_male,pct_job_offer_male,pct_job_search_male,pct_lost_job_1mo_male,pct_is_hired_1mo_female,pct_is_unemployed_female,pct_job_offer_female,pct_job_search_female,pct_lost_job_1mo_female
Brazil,2013,2013_3,3,791402,0.266994524,0.623450535,1.153901557,0.20874347,0.008086914,0.330868582,0.725552488,1.374110401,0.240694755,0.013179252,0.434490798,1.042071426,0.807517044,0.370906779,0.008477869
Brazil,2013,2013_4,4,779030,0.278423167,0.626163306,0.954006906,0.210774938,0.006546603,0.357075343,0.700847879,0.929096039,0.217745944,0.012602659,0.436208948,1.13919031,0.586178305,0.396553589,0.008652078
Brazil,2013,2013_5,5,778912,0.260491557,0.607899224,0.963780247,0.190907317,0.005135368,0.331581582,0.690968747,0.939133578,0.198809921,0.009036815,0.395639241,1.103280751,0.606549866,0.353457116,0.005818224
Brazil,2013,2013_6,6,788603,0.233577605,0.543873153,0.819296909,0.162312342,0.0058331,0.289325939,0.611717701,0.801157304,0.179795405,0.011710812,0.373416763,0.945796899,0.491641376,0.30349123,0.003604409
Brazil,2013,2013_7,7,784198,0.269574776,0.626244902,0.885363135,0.210533564,0.007013535,0.361152603,0.736330549,0.819080078,0.231418173,0.016129145,0.425038362,1.067638732,0.53093775,0.386136545,0.00720404
Brazil,2013,2013_8,8,762534,0.276315548,0.635906071,0.930319173,0.220580328,0.009966769,0.350406798,0.715709432,0.902262039,0.22556551,0.017023812,0.462880276,1.085015181,0.564833006,0.404834197,0.004465083
Brazil,2013,2013_9,9,763131,0.241374024,0.568578658,0.865906378,0.180833959,0.007862346,0.318668923,0.666948675,0.849548787,0.174139876,0.017625494,0.379586042,0.916087574,0.477471419,0.330269745,0.005230516
Brazil,2013,2013_10,10,757317,0.231343018,0.619027435,0.794779465,0.200312419,0.007262481,0.28649815,0.665875998,0.721603818,0.207907635,0.017861481,0.386572788,1.062136884,0.421852247,0.361802105,0.004503761
Brazil,2013,2013_11,11,728951,0.234446485,0.573289563,0.733794178,0.181768048,0.00397832,0.276060153,0.595277958,0.613136296,0.166677828,0.00297639,0.386787104,1.018228701,0.413970937,0.34173961,0.003883405
Brazil,2013,2013_12,12,718258,0.251441683,0.54910631,0.59713919,0.158160438,0.007935867,0.259357545,0.563068989,0.552544335,0.147345156,0.017290503,0.421670035,0.931320097,0.327349106,0.266317917,0.011889193
Brazil,2014,2014_1,1,709885,0.338364665,0.787451489,0.865914902,0.312867577,0.006620791,0.396810256,0.787515739,0.767675226,0.278530276,0.00915716,0.523251112,1.282652649,0.443995148,0.551556814,0.001617469
Brazil,2014,2014_2,2,702221,0.275839088,0.64295998,0.815412812,0.252057401,0.005553807,0.301764867,0.59895754,0.692687536,0.197366416,0.009906422,0.413209481,1.11401276,0.404118872,0.458662524,0.002479257
Brazil,2014,2014_3,3,723789,0.226999858,0.585806084,0.744968492,0.222716842,0.004144854,0.239221931,0.569647222,0.643656507,0.205581347,0.006728117,0.36066557,1.006621658,0.376875258,0.387411556,0.005673391
Brazil,2014,2014_4,4,724440,0.203881619,0.530892828,0.72455966,0.188283364,0.005521506,0.222258685,0.497471621,0.643655186,0.164083593,0.008950014,0.314309212,0.915242368,0.34525157,0.359094203,0.004885635
Brazil,2014,2014_5,5,724236,0.198554062,0.569427645,0.754588283,0.202558282,0.004694602,0.218205188,0.562700364,0.660593787,0.18308312,0.006725502,0.317825319,1.015891266,0.357245514,0.372849341,0.00410627
Brazil,2014,2014_6,6,729408,0.168904098,0.49217996,0.646003334,0.177404141,0.004387119,0.192192103,0.457105542,0.545410022,0.157315544,0.004452327,0.270918166,0.839025351,0.357940365,0.31525023,0.008209641
Brazil,2014,2014_7,7,760257,0.18427979,0.555075455,0.727911746,0.20519377,0.006313654,0.187766303,0.531523074,0.64634939,0.179822344,0.005777425,0.306549735,0.948882042,0.360274947,0.357904717,0.006320613
Brazil,2014,2014_8,8,713661,0.194490101,0.51242817,0.723592854,0.182859929,0.008687598,0.212569104,0.486309173,0.665998884,0.156750598,0.01299883,0.301001082,0.851427219,0.331439394,0.318756764,0.003382035
Brazil,2014,2014_9,9,701924,0.164120332,0.465292539,0.785555131,0.161271021,0.008263003,0.166783776,0.405377232,0.701109575,0.125859979,0.01081006,0.243342957,0.762300158,0.402955003,0.278230836,0.010466364
Brazil,2014,2014_10,10,726913,0.158203251,0.478461659,0.934637295,0.148160784,0.005915426,0.162719766,0.477563593,1.093628197,0.131689485,0.010595706,0.240800407,0.745294217,0.61387146,0.256910293,0.001695778
Brazil,2014,2014_11,11,690063,0.165347222,0.447930117,0.70993518,0.144769391,0.003767772,0.158405069,0.361611572,0.65282089,0.108803482,0.008800282,0.268922529,0.747996438,0.327693678,0.269813001,0.005342832
Brazil,2014,2014_12,12,681785,0.175568544,0.438554676,0.591828802,0.140220157,0.00425354,0.18467819,0.389606182,0.578334332,0.110968913,0.004859952,0.262883561,0.717037574,0.316366768,0.259257581,0.004532475
Brazil,2015,2015_1,1,692222,0.243130094,0.681717715,0.762616617,0.288491264,0.007078654,0.244429151,0.548185766,0.656557267,0.204877509,0.007910329,0.351928978,1.046944496,0.394372673,0.441237587,0.006189706
Brazil,2015,2015_2,2,690674,0.195895603,0.607088149,0.689905802,0.256705769,0.004633155,0.172409684,0.479092346,0.619721443,0.177176772,0.006356117,0.285519933,0.957700088,0.354438537,0.446628359,0.004475234
Brazil,2015,2015_3,3,721271,0.184673999,0.62001661,0.747291933,0.255382512,0.005823054,0.176394133,0.519898496,0.684687751,0.1825834,0.004641951,0.248970687,0.926382095,0.401168315,0.431079987,0.007038041
Brazil,2015,2015_4,4,689558,0.162857947,0.554268096,0.736558781,0.22086612,0.005655797,0.158747044,0.459875457,0.645625864,0.157110476,0.007364554,0.233819499,0.884489334,0.445598635,0.349770972,0.00574966
Brazil,2015,2015_5,5,705913,0.151293431,0.586049556,0.728418375,0.224531918,0.007224686,0.134574134,0.463261261,0.645955843,0.162304562,0.008971609,0.213356715,0.907983828,0.414048419,0.362414146,0.011690779
Brazil,2015,2015_6,6,727470,0.15148391,0.573219514,0.695698792,0.221040043,0.004811195,0.150455865,0.435013696,0.674598307,0.142278916,0.007359254,0.197916566,0.933586924,0.382316879,0.371696966,0.00289634
Brazil,2015,2015_7,7,779903,0.159122352,0.606485678,0.721115318,0.235029228,0.00602639,0.140122174,0.472321935,0.711631715,0.174759116,0.006297626,0.22679425,0.918019752,0.421060241,0.390339107,0.007228502
Brazil,2015,2015_8,8,795605,0.155730545,0.619528535,0.693685937,0.244090975,0.008169883,0.168073736,0.508093873,0.692432809,0.178142669,0.010068933,0.213999663,0.916380298,0.40580019,0.40580019,0.007103723
Brazil,2015,2015_9,9,822112,0.140248531,0.566346191,0.669981706,0.201675684,0.005352069,0.130583777,0.47478148,0.697453239,0.161531378,0.007548195,0.198446937,0.823123382,0.425366695,0.283865401,0.002588438
Brazil,2015,2015_10,10,810488,0.131402316,0.558552378,0.635666413,0.20296414,0.005675593,0.116879397,0.452810911,0.634709311,0.166417685,0.006966322,0.180965917,0.855394991,0.396359495,0.329269692,0.005296563
Brazil,2015,2015_11,11,797122,0.144018105,0.555372954,0.645321544,0.202603867,0.00476715,0.140919361,0.48022799,0.643977862,0.160600836,0.003936295,0.226050776,0.845664058,0.455703955,0.333222259,0.005403604
Brazil,2015,2015_12,12,801986,0.149379166,0.50861237,0.51684194,0.163344497,0.004114785,0.128349489,0.433868517,0.58505319,0.122837547,0.00157484,0.228995147,0.784217509,0.328953347,0.27170456,0.006360976
Brazil,2016,2016_1,1,811558,0.196905212,0.728845012,0.766673485,0.310020972,0.006900308,0.172611319,0.530817994,0.779806003,0.186359123,0.013747804,0.26231982,1.058052517,0.613249344,0.485160068,0.00701859
Brazil,2016,2016_2,2,812571,0.17056971,0.686340024,0.714276045,0.288097902,0.005537978,0.14645797,0.497206033,0.726281319,0.188517695,0.007510665,0.220777628,0.961959664,0.506386781,0.435422544,0.00525661
Brazil,2016,2016_3,3,853578,0.163429704,0.72963455,0.69308253,0.28526977,0.006560619,0.136351241,0.546840239,0.691803138,0.188021185,0.010764572,0.24151551,1.033988276,0.462904727,0.418459165,0.005031573
Brazil,2016,2016_4,4,866351,0.148784961,0.675823079,0.648005254,0.24793646,0.006117613,0.12492772,0.529693534,0.688173271,0.161335227,0.011421963,0.203327172,0.962863384,0.414216098,0.360443623,0.00504117
Brazil,2016,2016_5,5,891091,0.157559666,0.718445142,0.629116443,0.2567639,0.004152213,0.157747506,0.617669123,0.635897724,0.179481607,0.0028044,0.219505326,1.062737107,0.421615891,0.407534417,0.00414161
Brazil,2016,2016_6,6,894561,0.139509771,0.692406667,0.633159729,0.269070527,0.004471467,0.121473409,0.523810193,0.621410215,0.178348242,0.003510792,0.197150431,1.03462558,0.367793241,0.439032472,0.005798542
Brazil,2016,2016_7,7,929291,0.158400329,0.675568794,0.612725185,0.25879945,0.006133708,0.132174443,0.559146333,0.673328443,0.179923325,0.00484409,0.228401434,0.995700201,0.391777548,0.43079274,0.002438449
Brazil,2016,2016_8,8,938829,0.160945177,0.705346767,0.6056481,0.267034785,0.005645331,0.140425386,0.576771586,0.601431654,0.187690516,0.005480015,0.220689217,0.985163016,0.388190745,0.406449206,0.005556923
Brazil,2016,2016_9,9,918740,0.157280623,0.665585476,0.593421425,0.238261097,0.00598646,0.132312701,0.561116691,0.609608257,0.169027744,0.009698313,0.207596557,0.911619663,0.370063428,0.356934792,0.003282159
Brazil,2016,2016_10,10,944194,0.148062792,0.649019163,0.589815229,0.233850247,0.006142805,0.151831467,0.511753382,0.626304802,0.161998753,0.00677819,0.187329978,0.929319585,0.3990943,0.348596654,0.002443434
Brazil,2016,2016_11,11,973574,0.154379636,0.662610135,0.520248076,0.236037528,0.00451943,0.134596571,0.529850893,0.525254913,0.143131964,0.003939412,0.217688168,0.973572174,0.333360109,0.400835408,0.004016387
Brazil,2016,2016_12,12,932708,0.178298031,0.640822208,0.431539131,0.216144817,0.004931876,0.144116707,0.471778278,0.426911756,0.144796503,0.006797958,0.230756274,0.907023749,0.262758969,0.310763012,0.002526529
Brazil,2017,2017_1,1,939826,0.223445617,0.927937725,0.569786322,0.392306661,0.005852147,0.180804886,0.665659938,0.608777502,0.232269948,0.004740203,0.276198897,1.2689992,0.383983832,0.543135026,0.005052419
Brazil,2017,2017_2,2,921539,0.195216914,0.832194839,0.519674154,0.335200138,0.005317192,0.140226296,0.557451335,0.503571281,0.184435572,0.007598469,0.22196211,1.091602723,0.314735336,0.435253826,0.004335197
Brazil,2017,2017_3,3,957885,0.196056938,0.927877564,0.571780537,0.377393946,0.004593453,0.146553296,0.620656586,0.551094422,0.215440099,0.002701443,0.224802979,1.161340674,0.371561151,0.499656433,0.007634818
Brazil,2017,2017_4,4,953296,0.160600695,0.771743509,0.502677028,0.293612897,0.004615565,0.136704005,0.506008855,0.518931124,0.165269021,0.005440955,0.190051942,0.970898834,0.315606618,0.395583227,0.004299818
Brazil,2017,2017_5,5,976671,0.163309856,0.802624425,0.53805222,0.303582271,0.003276436,0.121565117,0.541699507,0.546375089,0.177004155,0.002003821,0.195457129,0.993645491,0.329780089,0.389192168,0.002583134
Brazil,2017,2017_6,6,956155,0.16346722,0.775397294,0.516234293,0.299951368,0.005124692,0.121922977,0.530603348,0.506082526,0.185949569,0.006130206,0.171610908,0.960842324,0.314619998,0.403106872,0.001787614
Brazil,2017,2017_7,7,1000080,0.172986161,0.799136069,0.516158707,0.300275978,0.003799696,0.135042542,0.528195951,0.520878375,0.164312846,0.002660937,0.201543702,0.98307561,0.337959744,0.403087403,0.001760207
Brazil,2017,2017_8,8,1013013,0.194370655,0.873137857,0.474130144,0.323885281,0.00710751,0.144738842,0.553840867,0.528065456,0.170514252,0.005287264,0.22542355,1.038181114,0.292346166,0.40417738,0.003522243
Brazil,2017,2017_9,9,1015378,0.173629919,0.750656406,0.430086135,0.270638127,0.006007615,0.128203425,0.500856904,0.470300647,0.151452751,0.005978398,0.203606748,0.836462355,0.303206586,0.329649021,0.001762829
Brazil,2017,2017_10,10,1018632,0.174842338,0.795576813,0.425472595,0.294119957,0.005203057,0.123140347,0.532046606,0.469807192,0.174002664,0.004015446,0.203208365,0.954273642,0.263186164,0.348229312,0.001790382
Brazil,2017,2017_11,11,1025960,0.192600101,0.770692815,0.394654762,0.269406215,0.004970954,0.157228479,0.464294353,0.450184105,0.131023732,0.004031499,0.215396311,0.90955165,0.247072239,0.308614042,0.005430159
Brazil,2017,2017_12,12,1017364,0.210249232,0.793521296,0.293012137,0.251925564,0.005602714,0.141883642,0.462486102,0.323330991,0.119373256,0.007503462,0.232386676,0.900615031,0.166123809,0.282783787,0.003733119
Brazil,2018,2018_1,1,1059904,0.259174416,1.072455619,0.429001117,0.426548065,0.006887416,0.176204655,0.603211555,0.458517952,0.190352474,0.008360075,0.262967473,1.140996453,0.262967473,0.459751858,0.005294647
Brazil,2018,2018_2,2,1049292,0.221482676,0.939681233,0.395123569,0.346424065,0.007433584,0.141021521,0.50702156,0.438150585,0.158075286,0.005903226,0.201282843,0.954527969,0.258536629,0.356046984,0.005367542
Brazil,2018,2018_3,3,1111760,0.235122688,0.939051594,0.424462114,0.34494855,0.005037058,0.162484431,0.532341989,0.446990245,0.159323256,0.003793411,0.219731173,1.020548298,0.28067224,0.363929755,0.004291624
Brazil,2018,2018_4,4,1123735,0.199424241,0.832313668,0.424299323,0.307723796,0.005161359,0.136927203,0.453923058,0.492062599,0.136301965,0.008128099,0.155282197,0.862293319,0.316636883,0.322709371,0.003469993
Brazil,2018,2018_5,5,1134559,0.200782859,0.881928573,0.379971425,0.300116609,0.004847699,0.129362841,0.462551035,0.482744259,0.130624917,0.003786229,0.162068875,0.884808452,0.25492996,0.311873078,0
Brazil,2018,2018_6,6,1150556,0.193210935,0.827426044,0.350439266,0.281255324,0.006084015,0.127061574,0.436456507,0.392620264,0.121979111,0.003811847,0.177350789,0.827934086,0.250430009,0.274492679,0.00445605
Brazil,2018,2018_7,7,1202647,0.221511383,0.915148003,0.368686739,0.319960886,0.007483493,0.119907801,0.45043086,0.440490317,0.118665234,0.011183111,0.226513442,0.822969687,0.237008273,0.298228123,0.002623708
Brazil,2018,2018_8,8,1225178,0.249678006,0.975450098,0.375374027,0.336930634,0.010365841,0.148079253,0.506039431,0.427104622,0.151750639,0.011626057,0.234057078,0.875054303,0.263314213,0.315622423,0.00265974
Brazil,2018,2018_9,9,1270763,0.207513124,0.815651699,0.33774984,0.251030287,0.008262752,0.120695012,0.384790038,0.420640042,0.109342511,0.005377501,0.156370807,0.744498788,0.21631295,0.243243478,0.006081087
Brazil,2018,2018_10,10,1373987,0.210118436,0.925045142,0.337412217,0.274238403,0.007641994,0.11108844,0.554875422,0.428483983,0.123557551,0.006801333,0.158775627,0.846257724,0.212792078,0.272537546,0.005729017
Brazil,2018,2018_11,11,1361815,0.227196793,0.982512309,0.346229113,0.300554774,0.006608827,0.117808871,0.536233482,0.462530395,0.125353282,0.006383732,0.195242865,0.802193511,0.270793365,0.248722433,0.000848882
Brazil,2018,2018_12,12,1342795,0.27867247,1.039250221,0.296322223,0.291034745,0.008340812,0.132338787,0.496270452,0.376564004,0.10466795,0.006015399,0.212851585,0.83083665,0.224477932,0.252202298,0.003577338
Brazil,2019,2019_1,1,1442487,0.348772641,1.478210895,0.409015818,0.519311439,0.008942888,0.171338268,0.578335967,0.511242341,0.153594499,0.007208406,0.259521291,1.103378736,0.354568897,0.402505951,0.002479503
Brazil,2019,2019_2,2,1401954,0.341523331,1.379931153,0.371838163,0.470058219,0.012696565,0.152825185,0.575621707,0.450150447,0.142121475,0.012487661,0.266690061,1.050969383,0.320203527,0.357048864,0.007895429
Brazil,2019,2019_3,3,1493539,0.331896254,1.431633188,0.358477415,0.478260025,0.01071281,0.146257759,0.564877408,0.47735308,0.161229026,0.008061451,0.246175488,1.034104516,0.293903389,0.342468621,0.008373316
Brazil,2019,2019_4,4,1499074,0.329069812,1.396462083,0.352017312,0.453613364,0.010406424,0.135181793,0.536045552,0.438901926,0.152152668,0.008778039,0.225295755,0.993389005,0.287926235,0.334899095,0.006958942
Brazil,2019,2019_5,5,1524969,0.330564097,1.478521858,0.333908427,0.47823923,0.00950839,0.142373243,0.557628536,0.424746843,0.140593578,0.007711884,0.21555532,1.0212375,0.268560727,0.315382169,0.003533694
Brazil,2019,2019_6,6,1528930,0.315187746,1.35434585,0.309562897,0.426507427,0.02106048,0.13642231,0.517548314,0.466772297,0.116846014,0.013458703,0.190001298,0.878640147,0.250245611,0.273416501,0.011122027
Brazil,2019,2019_7,7,1558538,0.366818133,1.478308517,0.328384678,0.490587974,0.013281678,0.131356143,0.494920066,0.456322526,0.110812291,0.00622541,0.236948639,0.856660463,0.282036032,0.275320888,0.000959306
Brazil,2019,2019_8,8,1586521,0.398544992,1.533985368,0.315281046,0.497503657,0.017270493,0.140490324,0.513865509,0.419572454,0.125302181,0.011391107,0.241426395,0.858844715,0.266162706,0.277046682,0.009894524
Brazil,2019,2019_9,9,1611330,0.371308174,1.508877759,0.321845929,0.46384043,0.016880465,0.144309441,0.458697865,0.443880378,0.097280025,0.007086624,0.22246828,0.782194411,0.29154519,0.246848366,0.008126695
Brazil,2019,2019_10,10,1661044,0.403420981,1.61825936,0.337739398,0.509739658,0.017338493,0.149569176,0.447406926,0.454560234,0.115753536,0.009754511,0.22552306,0.826234482,0.283954034,0.236799213,0.007175734
Brazil,2019,2019_11,11,1711582,0.40290211,1.602961471,0.321982821,0.475116004,0.016359134,0.128195117,0.422978812,0.46592743,0.087849446,0.00585663,0.20436457,0.74762516,0.286521181,0.18279846,0.005134788
Brazil,2019,2019_12,12,1712750,0.468427967,1.719340242,0.280251058,0.475317472,0.016581521,0.161355658,0.430731839,0.380772347,0.076964623,0.006076154,0.2080985,0.78470476,0.23194312,0.205930807,0.003251539
Brazil,2020,2020_1,1,1792439,0.569782291,2.284150256,0.359677512,0.803653569,0.018075929,0.191856042,0.513380305,0.457146638,0.135622374,0.007277298,0.233199519,0.81353622,0.348202021,0.268339172,0.006389028
Brazil,2020,2020_2,2,1779891,0.480422678,1.811178325,0.272432413,0.576271244,0.020506874,0.172359084,0.429815958,0.296399931,0.094472971,0.012981019,0.197489892,0.703484703,0.155421039,0.203332788,0.005842896
Brazil,2020,2020_3,3,1885139,0.393074463,1.768516804,0.377744028,0.422621356,0.03050173,0.122459141,0.574615969,0.359303194,0.072668062,0.010765639,0.165945784,0.754785662,0.161663312,0.153098368,0.006423708
Brazil,2020,2020_4,4,1967968,0.245735703,1.250934975,0.266569375,0.199901624,0.029573652,0.08649102,0.458009265,0.262094,0.042590275,0.02096752,0.10547767,0.592927876,0.165896919,0.079876294,0.016384881
Brazil,2020,2020_5,5,1973115,0.26820535,1.212245612,0.268509438,0.259842939,0.019512294,0.079451511,0.380134383,0.291093897,0.047944877,0.011643756,0.11181472,0.59892835,0.141705783,0.094101497,0.011070764
Brazil,2020,2020_6,6,1966798,0.288794274,1.228646765,0.246085261,0.344519366,0.012812704,0.085708475,0.350823673,0.262209826,0.04575961,0.008716116,0.140339193,0.484051283,0.152232345,0.092766585,0.001189315
Brazil,2020,2020_7,7,1870008,0.359944984,1.474485671,0.261496208,0.44545264,0.014598868,0.101663084,0.380266497,0.265410494,0.056651948,0.004656324,0.157419901,0.55956822,0.129639919,0.130962775,0.005291425
Brazil,2020,2020_8,8,1877846,0.430439983,1.597468589,0.296296927,0.499561732,0.015656236,0.109864239,0.339794397,0.289570745,0.062779565,0.005493212,0.187452966,0.548676199,0.128617363,0.132722173,0.004104809
Brazil,2020,2020_9,9,1894447,0.450263322,1.778830445,0.311330958,0.575471364,0.01704983,0.12346269,0.403842478,0.29471739,0.070094947,0.007965335,0.177723473,0.580378218,0.124961817,0.15273111,0.005553859
Brazil,2020,2020_10,10,1884286,0.504328961,1.885223368,0.317733083,0.606701955,0.021546623,0.127425189,0.388030253,0.300887866,0.066589938,0.00822098,0.185171996,0.611067588,0.170927997,0.176625596,0.0028488
Brazil,2020,2020_11,11,1900657,0.497933083,1.860461935,0.310155909,0.570381715,0.017783324,0.137096316,0.400743078,0.274192632,0.064086444,0.005678546,0.153661803,0.534291957,0.148022838,0.133925425,0.008458448
Brazil,2020,2020_12,12,1817747,0.500124605,1.714540032,0.266758795,0.480594934,0.019034552,0.145038893,0.369503846,0.250364756,0.062159526,0.006906614,0.21320672,0.545869687,0.098286786,0.114919934,0.007560522
Brazil,2021,2021_1,1,1852167,0.534617019,2.143813166,0.337226611,0.704418122,0.023000086,0.136364017,0.425823831,0.298662294,0.065253947,0.008365891,0.229143682,0.671871906,0.148519053,0.200854338,0.008486803
Brazil,2021,2021_2,2,1872978,0.467063681,1.955762428,0.424404344,0.59488152,0.017245264,0.127953667,0.429318226,0.345138182,0.085021845,0.006734404,0.159369007,0.65233246,0.178277194,0.156667837,0.009454094
Brazil,2021,2021_3,3,1858100,0.408051235,1.792637641,0.313007911,0.49728217,0.01700662,0.124453385,0.423652963,0.294937475,0.059669431,0.006819364,0.142771995,0.608513647,0.116435413,0.137227451,0.002772272
Brazil,2021,2021_4,4,1527435,0.364139882,1.419373001,0.288981201,0.404927215,0.013879478,0.132867133,0.304695305,0.262737263,0.048951049,0.005994006,0.142880604,0.507472491,0.119888323,0.151092133,0.004926917
Brazil,2021,2021_5,5,1149618,0.325847368,1.189525564,0.260260365,0.340286947,0.013482739,0.099982503,0.247456695,0.246206914,0.042492564,0.004999125,0.124929475,0.441283147,0.147094382,0.102764568,0.004029983
Brazil,2021,2021_6,6,754719,0.184439507,0.690190654,0.162047067,0.196496974,0.007154981,0.051420736,0.171402453,0.139026434,0.020949189,0.003808943,0.06827714,0.253600806,0.084533602,0.055271971,0
Mexico,2012,2012_1,1,432787,0.229674182,0.40273853,0.290905226,0.123617391,0.014556814,0.280117107,0.491560343,0.190660353,0.146383779,0.018072071,0.345319144,0.613217981,0.168358444,0.212598619,0.018433406
Mexico,2012,2012_2,2,434494,0.170313054,0.341086413,0.270199358,0.08538668,0.01081718,0.204221772,0.435197489,0.170333443,0.108799372,0.016944165,0.267545746,0.507620276,0.171993694,0.134967273,0.009555205
Mexico,2012,2012_3,3,464987,0.160649653,0.352913092,0.26903978,0.099572676,0.013548766,0.197984916,0.419459568,0.185401129,0.117448679,0.018456221,0.243940649,0.530403062,0.146588188,0.163373095,0.016784907
Mexico,2012,2012_4,4,476498,0.156978623,0.32445047,0.237776444,0.08121755,0.014060919,0.190768127,0.399471719,0.181800395,0.090492573,0.02038121,0.248095756,0.475516866,0.150163221,0.1218716,0.016322089
Mexico,2012,2012_5,5,522109,0.168930243,0.39512822,0.256076796,0.11434394,0.015514002,0.21402303,0.508681498,0.183125339,0.135648399,0.021854464,0.265864058,0.582894407,0.159518435,0.195635816,0.020065212
Mexico,2012,2012_6,6,543001,0.202946219,0.459299338,0.240331049,0.12394084,0.015285423,0.240275014,0.579699656,0.175140221,0.149086304,0.020987878,0.292880601,0.658741286,0.147880697,0.20261576,0.024006607
Mexico,2012,2012_7,7,565116,0.19641985,0.425930251,0.248798477,0.121567961,0.01468725,0.240139871,0.527324687,0.162199737,0.15236945,0.017554084,0.288490878,0.635234722,0.167361695,0.171984947,0.022191606
Mexico,2012,2012_8,8,567272,0.232516324,0.377596638,0.269006755,0.098012946,0.015160276,0.270115875,0.44220014,0.178431635,0.116368458,0.018336848,0.361423735,0.56272303,0.192149327,0.148229481,0.02287492
Mexico,2012,2012_9,9,565766,0.174984004,0.340069923,0.252754672,0.093678305,0.011842352,0.202424852,0.414050833,0.157126983,0.121738023,0.012740026,0.238429301,0.463103066,0.173319761,0.145808688,0.01742368
Mexico,2012,2012_10,10,571898,0.159993565,0.300752931,0.257213699,0.08637904,0.010316525,0.179437947,0.356781288,0.194798394,0.097748298,0.00977483,0.2201406,0.450246413,0.149478185,0.137701116,0.01721264
Mexico,2012,2012_11,11,576435,0.145202842,0.289538283,0.243219097,0.076851683,0.012837527,0.175487272,0.348893667,0.184504405,0.0894777,0.016647014,0.212442276,0.42668491,0.147629378,0.132326333,0.015303045
