country,city,year,year_month,month,n_users,pct_is_hired_1mo,pct_is_unemployed,pct_job_offer,pct_job_search,pct_lost_job_1mo,pct_is_hired_1mo_male,pct_is_unemployed_male,pct_job_offer_male,pct_job_search_male,pct_lost_job_1mo_male,pct_is_hired_1mo_female,pct_is_unemployed_female,pct_job_offer_female,pct_job_search_female,pct_lost_job_1mo_female
Brazil,Rio de Janeiro,2020,2020_8,8,352001,0.374714845,1.471870819,0.232953884,0.452271442,0.010795424,0.144965053,0.362412633,0.253688843,0.072482527,0,0.127377717,0.543478261,0.101902174,0.135869565,0.016983696
Brazil,Rio de Janeiro,2020,2020_9,9,358259,0.388266589,1.706865703,0.22162737,0.561604872,0.010606851,0.162252695,0.544331624,0.261697896,0.083743327,0.005233958,0.14588518,0.806659229,0.068651849,0.188792586,0.008581481
Brazil,Rio de Janeiro,2020,2020_10,10,358671,0.418768175,1.839011239,0.237264791,0.600550365,0.012825124,0.150005357,0.49823208,0.262509375,0.107146684,0.010714668,0.156494523,0.669448792,0.139106242,0.260824204,0
Brazil,Rio de Janeiro,2020,2020_11,11,360364,0.433450622,1.765714666,0.24059007,0.543894507,0.012209877,0.15472443,0.549538494,0.261430934,0.106706504,0.01067065,0.173882803,0.55642497,0.130412102,0.139106242,0.01738828
Brazil,Rio de Janeiro,2020,2020_12,12,346167,0.470582118,1.648626241,0.205103317,0.445738617,0.015021651,0.130711525,0.494430552,0.204591953,0.090929757,0.00568311,0.277597853,0.656981586,0.083279356,0.175811974,0
Brazil,Rio de Janeiro,2021,2021_1,1,347367,0.468380704,2.043371996,0.233758532,0.654063282,0.015833398,0.122932499,0.564371927,0.212337953,0.083817613,0,0.183759188,0.901295065,0.061253063,0.236261813,0
Brazil,Rio de Janeiro,2021,2021_2,2,350456,0.403474331,1.899239848,0.327573219,0.601216701,0.013411099,0.162537832,0.543661025,0.285842394,0.156933079,0.005604753,0.184316354,0.661863271,0.23458445,0.19269437,0.016756032
Brazil,Rio de Janeiro,2021,2021_3,3,343856,0.337350519,1.693150621,0.237017821,0.491775627,0.011632777,0.126175728,0.481761872,0.206469374,0.074558385,0.00573526,0.121023513,0.890387275,0.18153527,0.198824343,0
Brazil,Rio de Janeiro,2021,2021_4,4,282829,0.310788498,1.355235849,0.213556601,0.388927585,0.01343568,0.164235974,0.400735777,0.229930364,0.06569439,0.006569439,0.151545767,0.656698323,0.111133562,0.202061022,0.010103051
Brazil,Rio de Janeiro,2021,2021_5,5,214616,0.284228576,1.136914303,0.200357848,0.341540239,0.006523279,0.07255724,0.330538536,0.257981296,0.056433409,0.008061916,0.113221789,0.540948547,0.138382186,0.138382186,0
Brazil,Rio de Janeiro,2021,2021_6,6,140970,0.152514719,0.654039867,0.112080585,0.195786338,0.005674966,0.073448402,0.159138205,0.061207002,0,0.0122414,0.083559641,0.376018383,0.083559641,0.125339461,0
Brazil,S‹o Paulo,2012,2012_1,1,160474,0.557722746,1.010132483,0.973366402,0.340865187,0.005608385,0.750750751,1.320638821,0.975975976,0.361725362,0.003412503,0.9044658,1.872997927,0.667043527,0.697192387,0.007537215
Brazil,S‹o Paulo,2012,2012_2,2,154256,0.441473913,0.872575459,0.966575044,0.313115859,0.009724095,0.554285318,1.108570637,0.935356475,0.36374974,0.013857133,0.737537166,1.548441904,0.602386377,0.57921767,0.003861451
Brazil,S‹o Paulo,2012,2012_3,3,154746,0.407764983,0.842671216,1.080480271,0.279813372,0.009693304,0.488198932,1.148496769,1.085276763,0.319612251,0.017561113,0.715007383,1.499961141,0.722779203,0.579000544,0.019429548
Brazil,S‹o Paulo,2012,2012_4,4,153129,0.331093392,0.717695538,0.89205833,0.218116751,0.009142618,0.412919481,0.84333555,0.818840326,0.223956329,0.013997271,0.57358372,1.308242319,0.518582541,0.475367329,0.019643278
Brazil,S‹o Paulo,2012,2012_5,5,155255,0.305948279,0.702070787,0.965508357,0.228656082,0.007085118,0.338936155,0.80237947,0.792003874,0.262848447,0.006917064,0.487057622,1.307985388,0.683451825,0.459562434,0.007855768
Brazil,S‹o Paulo,2012,2012_6,6,150193,0.282969246,0.655157031,0.943452757,0.187758418,0.01531363,0.422825469,0.746162592,0.88118249,0.216742467,0.031978397,0.421652879,1.120391936,0.590314031,0.373463979,0.008031483
Brazil,S‹o Paulo,2012,2012_7,7,152588,0.319160091,0.703200776,1.035468058,0.19529714,0.011141112,0.42815187,0.84922685,0.962457096,0.198152932,0.021230671,0.449948236,1.170661782,0.684876961,0.390220594,0.007963686
Brazil,S‹o Paulo,2012,2012_8,8,144933,0.311868243,0.67824443,1.104648355,0.218721754,0.012419532,0.368673891,0.852791122,0.990578334,0.268126466,0.033515808,0.529122748,1.226220972,0.705496997,0.403141141,0.012598161
Brazil,S‹o Paulo,2012,2012_9,9,142184,0.240533393,0.561947898,0.926264559,0.167388736,0.007736454,0.279097835,0.697744588,0.829750321,0.154635287,0.007543185,0.379450011,0.895331486,0.575570241,0.281389896,0.004263483
Brazil,S‹o Paulo,2012,2012_10,10,144749,0.242488722,0.562352762,0.891888718,0.167876807,0.007599362,0.286703653,0.618088394,0.845217262,0.156383811,0.014893696,0.359381529,1.086502298,0.559966569,0.363560384,0.020894275
Brazil,S‹o Paulo,2012,2012_11,11,140533,0.239089751,0.556452933,0.905837063,0.166508934,0.011385226,0.25888982,0.628188533,0.932764791,0.190360161,0.007614406,0.365226993,0.789909543,0.552087315,0.212341275,0.012740476
Brazil,S‹o Paulo,2012,2012_12,12,141024,0.268039483,0.517642387,0.769372589,0.146074427,0.004254595,0.313325783,0.513401284,0.694601737,0.128350321,0.011325028,0.359389039,0.877080392,0.509134471,0.248149574,0.004278441
Brazil,S‹o Paulo,2013,2013_1,1,141312,0.39416327,0.819463315,1.109601449,0.325520833,0.004245924,0.433369447,0.831914564,1.033121808,0.348243306,0,0.608125593,1.436211507,0.901406021,0.621064435,0.004312947
Brazil,S‹o Paulo,2013,2013_2,2,138148,0.293163853,0.681153545,1.157454324,0.253351478,0.006514752,0.358521787,0.724923174,1.10314396,0.29154519,0.0118194,0.504194182,1.204711762,0.959307514,0.441727646,0.008923791
Brazil,S‹o Paulo,2013,2013_3,3,142446,0.257641492,0.683065864,1.159035705,0.239388961,0.008424245,0.3448944,0.724665762,1.259445844,0.282890913,0.015500872,0.419862045,1.169615698,0.749753652,0.385587593,0.008568613
Brazil,S‹o Paulo,2013,2013_4,4,140839,0.281882149,0.632637267,1.021024006,0.222239579,0.005680245,0.381352634,0.739357148,0.945598879,0.249046618,0.007782707,0.436777552,1.160328245,0.710315009,0.436777552,0.004411894
Brazil,S‹o Paulo,2013,2013_5,5,140126,0.264761714,0.63157444,1.037637555,0.203388379,0.006422791,0.325963162,0.754035267,0.977889487,0.208145152,0.011781801,0.38764871,1.140667469,0.735195829,0.427750301,0.008911465
Brazil,S‹o Paulo,2013,2013_6,6,142937,0.241365077,0.624750764,0.866115841,0.200088151,0.00629648,0.319108035,0.768935025,0.76509035,0.234525183,0.00768935,0.340314136,1.134380454,0.536649215,0.405759162,0
Brazil,S‹o Paulo,2013,2013_7,7,142258,0.300158866,0.705759957,0.94968297,0.24111122,0.012653067,0.419016291,0.802788221,0.830200501,0.250626566,0.023496241,0.494169665,1.166067016,0.580866097,0.429147341,0.008669643
Brazil,S‹o Paulo,2013,2013_8,8,137670,0.298539987,0.706036173,0.98278492,0.242609138,0.007990121,0.379302084,0.814501318,0.826479278,0.243551865,0.015970614,0.558759913,1.10850757,0.64888248,0.396539293,0.009012257
Brazil,S‹o Paulo,2013,2013_9,9,136292,0.281748012,0.56569718,0.89000088,0.191500602,0.008804625,0.34783304,0.663681433,0.795618103,0.163921318,0.015992324,0.524306673,0.883042818,0.459918135,0.335740238,0.004599181
Brazil,S‹o Paulo,2013,2013_10,10,136366,0.227329393,0.643855507,0.898317762,0.219996187,0.007333206,0.29439045,0.705730532,0.87510586,0.189539057,0.024196475,0.374531835,1.032246278,0.447611218,0.379099297,0.004567461
Brazil,S‹o Paulo,2013,2013_11,11,130842,0.22316993,0.622124394,0.785680439,0.213998563,0.004585683,0.251224721,0.607126408,0.615500565,0.205166855,0.004187079,0.372536075,1.197774215,0.414976893,0.391398661,0.009431293
Brazil,S‹o Paulo,2013,2013_12,12,128661,0.254933507,0.572823155,0.582149991,0.17021475,0.008549599,0.242223355,0.514193439,0.488696243,0.123236444,0.029746728,0.389235944,1.037962518,0.345987506,0.25949063,0.004805382
Brazil,S‹o Paulo,2014,2014_1,1,128277,0.296233931,0.873890097,0.930798195,0.351582903,0.006236504,0.373118326,0.793412532,0.784835099,0.330231162,0.017154866,0.439088647,1.400204908,0.487876275,0.60496658,0
Brazil,S‹o Paulo,2014,2014_2,2,126260,0.264533502,0.748455568,0.837161413,0.293046095,0.003960082,0.292184076,0.708976067,0.618742749,0.232028531,0.008593649,0.419191919,1.328282828,0.439393939,0.494949495,0
Brazil,S‹o Paulo,2014,2014_3,3,131556,0.207516191,0.637751224,0.761652832,0.249323482,0.004560795,0.2289282,0.616024974,0.711758585,0.249739854,0.004162331,0.331416317,1.096598109,0.424017935,0.316795009,0.004873769
Brazil,S‹o Paulo,2014,2014_4,4,131056,0.191521182,0.596691491,0.74929801,0.215938225,0.001526065,0.251667296,0.532695776,0.708862883,0.201333837,0,0.246329688,0.990245344,0.408907282,0.403980688,0
Brazil,S‹o Paulo,2014,2014_5,5,132149,0.183883344,0.616728087,0.709804842,0.225503031,0.006810494,0.225913065,0.669372045,0.627536293,0.196628038,0.008367151,0.23694343,1.046500148,0.385033073,0.355415145,0.004936321
Brazil,S‹o Paulo,2014,2014_6,6,132947,0.157205503,0.549843171,0.649130857,0.220388576,0.003008718,0.215169446,0.558612985,0.579302354,0.206893698,0.004137874,0.271819709,0.963724424,0.380547593,0.38548977,0.004942177
Brazil,S‹o Paulo,2014,2014_7,7,138326,0.19519107,0.628949005,0.744617787,0.220493617,0.009398089,0.182459555,0.535214694,0.648745084,0.186514212,0.004054657,0.329686082,1.046394954,0.439581442,0.367910555,0.004778059
Brazil,S‹o Paulo,2014,2014_8,8,130352,0.194857003,0.560789248,0.721891494,0.19869277,0.01074015,0.248436563,0.599674462,0.663925298,0.21845284,0.017133556,0.227272727,0.883838384,0.358585859,0.318181818,0
Brazil,S‹o Paulo,2014,2014_9,9,128256,0.148141218,0.532528693,0.775012475,0.184006986,0.009356287,0.159813407,0.418970283,0.634934347,0.129578438,0.012957844,0.193332637,0.992789215,0.459818163,0.334413209,0.010450413
Brazil,S‹o Paulo,2014,2014_10,10,133846,0.150172586,0.520747725,0.926437846,0.167356514,0.004482764,0.12680164,0.536793609,1.001732956,0.147935247,0.008453443,0.191377921,0.876309428,0.669822724,0.276994359,0.005036261
Brazil,S‹o Paulo,2014,2014_11,11,126832,0.175034692,0.4707014,0.736407216,0.154535133,0.002365334,0.141756002,0.376539382,0.677770887,0.079737751,0.004429875,0.340617303,0.953728449,0.424461563,0.356338102,0
Brazil,S‹o Paulo,2014,2014_12,12,125240,0.165282657,0.490258703,0.554934526,0.166081124,0.006387736,0.166877142,0.428468338,0.518672199,0.139815984,0.009020386,0.214442717,0.847048732,0.375274755,0.31094194,0.016083204
Brazil,S‹o Paulo,2015,2015_1,1,127830,0.25267934,0.806539936,0.731440194,0.351247751,0.008605179,0.226470973,0.657636863,0.609729541,0.222115762,0.008710422,0.379993838,1.273492862,0.405669097,0.575125809,0.005135052
Brazil,S‹o Paulo,2015,2015_2,2,127773,0.204268507,0.693417232,0.714548457,0.301315614,0.005478466,0.156467316,0.551981919,0.608484006,0.178198887,0,0.35403759,1.004841985,0.447753423,0.473785599,0.01041287
Brazil,S‹o Paulo,2015,2015_3,3,134070,0.19019915,0.701126277,0.768255389,0.293130454,0.008950548,0.152490681,0.56336835,0.720094883,0.165198238,0,0.262642909,1.102070244,0.422288598,0.607683593,0.015449583
Brazil,S‹o Paulo,2015,2015_4,4,129262,0.154724513,0.608840959,0.765886339,0.254521824,0.008509848,0.137180281,0.491193911,0.694751748,0.159306133,0.013275511,0.181199209,1.076213486,0.516143202,0.455743466,0.01098177
Brazil,S‹o Paulo,2015,2015_5,5,131949,0.162183874,0.604021251,0.771510205,0.219024017,0.006062949,0.08868393,0.447853849,0.691734658,0.133025896,0.004434197,0.241356084,0.881230355,0.505163898,0.286259542,0.016838797
Brazil,S‹o Paulo,2015,2015_6,6,136542,0.158925459,0.642293214,0.692827115,0.272443644,0.008788505,0.151657077,0.499576252,0.722601365,0.187341095,0.017842009,0.211557733,0.968711725,0.378576996,0.378576996,0.005567309
Brazil,S‹o Paulo,2015,2015_7,7,147729,0.160428893,0.712791666,0.750698915,0.296488841,0.008122982,0.168911603,0.545714409,0.848889081,0.21222227,0.008662133,0.214143947,1.169957171,0.438733939,0.470072078,0.005223023
Brazil,S‹o Paulo,2015,2015_8,8,149692,0.155652941,0.672714641,0.721481442,0.269219464,0.010020576,0.132044128,0.536695489,0.732631938,0.195936448,0.008518976,0.223958333,1.0625,0.427083333,0.447916667,0.015625
Brazil,S‹o Paulo,2015,2015_9,9,156213,0.129950772,0.606863705,0.68944326,0.216371237,0.001280303,0.102585146,0.475995076,0.828887977,0.172343045,0.004103406,0.196681628,0.90776136,0.433708205,0.337888951,0
Brazil,S‹o Paulo,2015,2015_10,10,153676,0.133397538,0.591504204,0.674145605,0.219292538,0.006507197,0.109413795,0.39557295,0.706981442,0.155704246,0.008416446,0.185931205,0.91416176,0.392521434,0.387356678,0.010329511
Brazil,S‹o Paulo,2015,2015_11,11,150622,0.130127073,0.604825324,0.66789712,0.215771932,0.006639136,0.150188809,0.51064195,0.716615173,0.137315482,0.004291109,0.211394144,1.0252616,0.5126308,0.417503435,0.010569707
Brazil,S‹o Paulo,2015,2015_12,12,151484,0.137968366,0.528768715,0.517546408,0.180217053,0.005281086,0.094995466,0.418843646,0.656332311,0.120903321,0,0.236584579,0.871061404,0.360253791,0.371007635,0.010753844
Brazil,S‹o Paulo,2016,2016_1,1,152608,0.184131893,0.790260013,0.840716083,0.369574334,0.007863284,0.132615002,0.522171571,0.90758392,0.236220472,0.012432656,0.239649194,1.228839486,0.68325515,0.550683255,0.015296757
Brazil,S‹o Paulo,2016,2016_2,2,153350,0.153896316,0.747962178,0.76556896,0.307140528,0.005868927,0.106079151,0.481436149,0.869033048,0.179518564,0.004079967,0.271572043,1.009428162,0.589260094,0.425292068,0.010248002
Brazil,S‹o Paulo,2016,2016_3,3,159396,0.146804186,0.75221461,0.768526186,0.298627318,0.013802103,0.126532226,0.612890471,0.869909055,0.185844207,0.031633057,0.223413762,1.102174561,0.590805282,0.441862774,0.019859001
Brazil,S‹o Paulo,2016,2016_4,4,160999,0.132298958,0.702488835,0.714911273,0.278262598,0.006832341,0.083952986,0.507715679,0.807547773,0.179899256,0.007995523,0.162700834,1.021964613,0.477933699,0.43217409,0.010168802
Brazil,S‹o Paulo,2016,2016_5,5,165074,0.144177763,0.734821959,0.713013558,0.262306602,0.003028945,0.186745073,0.607914812,0.758900191,0.174825175,0,0.188218537,1.190355072,0.529046699,0.452741886,0
Brazil,S‹o Paulo,2016,2016_6,6,165243,0.134952767,0.721361873,0.668712139,0.279588243,0.004841355,0.115981443,0.479923212,0.739881619,0.135978243,0.00399936,0.137614679,1.070336391,0.412844037,0.489296636,0.01019368
Brazil,S‹o Paulo,2016,2016_7,7,172954,0.144547105,0.693247916,0.670120379,0.267701238,0.009829203,0.095568032,0.585354199,0.832238283,0.211046072,0.011946004,0.21754528,1.133259132,0.419912982,0.510978448,0
Brazil,S‹o Paulo,2016,2016_8,8,172442,0.128738938,0.709803876,0.644274597,0.259797497,0.005219146,0.114619975,0.529623335,0.660052962,0.162048931,0.007904826,0.173078825,0.97418653,0.420334289,0.385718524,0.004945109
Brazil,S‹o Paulo,2016,2016_9,9,168799,0.128555264,0.685430601,0.654032311,0.237560649,0.002369682,0.119760479,0.471057884,0.710578842,0.159680639,0.003992016,0.204352713,1.001328293,0.449575968,0.378052519,0
Brazil,S‹o Paulo,2016,2016_10,10,171793,0.134464152,0.614111169,0.629827758,0.220032248,0.006403055,0.153791553,0.437714421,0.682203557,0.134074687,0.007886746,0.159211135,0.991217708,0.446818345,0.35437317,0.005135843
Brazil,S‹o Paulo,2016,2016_11,11,177250,0.129760226,0.61551481,0.590126939,0.224541608,0.001692525,0.099354198,0.462379151,0.523520196,0.141388666,0,0.171483331,0.973420084,0.464013719,0.378272053,0
Brazil,S‹o Paulo,2016,2016_12,12,168224,0.161689176,0.59325661,0.506467567,0.211622598,0.002972228,0.118189339,0.346688729,0.464878068,0.130008273,0.003939645,0.252419016,0.967606226,0.315523769,0.336558687,0.005258729
Brazil,S‹o Paulo,2017,2017_1,1,170674,0.194522892,0.896445856,0.620481151,0.394904906,0.004101386,0.111427035,0.657035272,0.680089142,0.211327134,0.007684623,0.287135313,1.281854074,0.446085218,0.599907707,0.005127416
Brazil,S‹o Paulo,2017,2017_2,2,165407,0.155978888,0.824028004,0.601546488,0.326467441,0.003627416,0.121697484,0.510344286,0.604561693,0.180583363,0.003925725,0.180668473,1.110579733,0.409160954,0.419788512,0.005313779
Brazil,S‹o Paulo,2017,2017_3,3,171433,0.174412161,0.907643219,0.615984087,0.380906827,0.00349991,0.146193206,0.553995306,0.584772823,0.188512292,0,0.217515148,1.165259723,0.414314568,0.611113988,0.005178932
Brazil,S‹o Paulo,2017,2017_4,4,169554,0.139188695,0.758460431,0.550267172,0.293711738,0.004718261,0.116126035,0.514825424,0.52256716,0.181930789,0.003870868,0.183467002,0.959270326,0.366934004,0.440320805,0.005241914
Brazil,S‹o Paulo,2017,2017_5,5,174619,0.151186297,0.794300735,0.578402121,0.294927814,0.004581403,0.09913448,0.533801045,0.503298128,0.186830366,0.007625729,0.193090492,1.033295063,0.34965035,0.396618307,0
Brazil,S‹o Paulo,2017,2017_6,6,170029,0.138211717,0.747519541,0.566962106,0.269953949,0.00705762,0.089532485,0.420413407,0.525516758,0.147923236,0.007785433,0.150951534,0.986576096,0.345032077,0.388161087,0.005391126
Brazil,S‹o Paulo,2017,2017_7,7,177406,0.152756953,0.789150311,0.542822678,0.299877118,0.003382073,0.122977595,0.430421583,0.526497829,0.130663695,0,0.156081808,1.006458558,0.403659849,0.435952637,0.005382131
Brazil,S‹o Paulo,2017,2017_8,8,178370,0.158098335,0.796097999,0.519706229,0.291528845,0.007288221,0.130133578,0.46312244,0.558808895,0.137788495,0.003827458,0.188628402,1.029372137,0.355699272,0.398814336,0.010778766
Brazil,S‹o Paulo,2017,2017_9,9,177991,0.163491412,0.671944087,0.490474237,0.238776118,0.004494609,0.134310603,0.491193062,0.590966653,0.153497832,0.003837446,0.200108167,0.762574365,0.286641428,0.313683072,0.005408329
Brazil,S‹o Paulo,2017,2017_10,10,178135,0.147079462,0.716872035,0.482779914,0.254301513,0.003929604,0.100007693,0.507731364,0.507731364,0.169243788,0.00384645,0.192054434,0.877963126,0.301799824,0.345697981,0
Brazil,S‹o Paulo,2017,2017_11,11,178226,0.175619719,0.690134997,0.454479144,0.244072133,0.006733024,0.165805506,0.431865505,0.508984345,0.104110434,0.003855942,0.233398166,0.789108086,0.283412059,0.261183662,0.005557099
Brazil,S‹o Paulo,2017,2017_12,12,174278,0.17443395,0.6839647,0.336818187,0.21632105,0.005164163,0.095590871,0.382363484,0.306687378,0.083642012,0.011948859,0.161887142,0.820999075,0.202358927,0.242830712,0.017345051
Brazil,S‹o Paulo,2018,2018_1,1,180962,0.214409655,0.981974116,0.476895702,0.40616262,0.005526022,0.126108082,0.534104818,0.493305144,0.21141649,0.003709061,0.171747531,0.960712752,0.3112924,0.434735938,0
Brazil,S‹o Paulo,2018,2018_2,2,177042,0.189785475,0.860247851,0.469944985,0.320262988,0.00734289,0.136348142,0.40146953,0.477218498,0.132560694,0,0.169140113,0.834788302,0.338280227,0.36556089,0.005456133
Brazil,S‹o Paulo,2018,2018_3,3,187487,0.198947127,0.846458688,0.489100578,0.315221855,0.003733592,0.135115396,0.463774467,0.496640374,0.135115396,0.003651767,0.19387969,0.8750786,0.314399497,0.330119472,0.005239992
Brazil,S‹o Paulo,2018,2018_4,4,187049,0.163058878,0.759693984,0.483295821,0.268378874,0.004276954,0.086972278,0.384127559,0.492842906,0.090596122,0.003623845,0.116686114,0.7796754,0.392489657,0.254587886,0
Brazil,S‹o Paulo,2018,2018_5,5,187276,0.167666973,0.7726564,0.43518657,0.260043999,0.006941626,0.087892771,0.373544276,0.622573793,0.113528162,0.003662199,0.151106314,0.696168376,0.29141932,0.205072855,0
Brazil,S‹o Paulo,2018,2018_6,6,189392,0.161569654,0.698023148,0.427156374,0.238130438,0.006336065,0.106747156,0.320241469,0.500607355,0.095704347,0.003680936,0.153172867,0.743982495,0.251641138,0.246170678,0.00547046
Brazil,S‹o Paulo,2018,2018_7,7,198170,0.181157592,0.812938386,0.439017006,0.283090276,0.011606197,0.07950562,0.318022478,0.498717068,0.061436161,0.010841675,0.18706574,0.662747194,0.320684126,0.251202565,0.010689471
Brazil,S‹o Paulo,2018,2018_8,8,199191,0.216375238,0.856966429,0.433252506,0.295696091,0.011044676,0.100502513,0.452261307,0.484565686,0.111270639,0.014357502,0.283085633,0.680494311,0.321193315,0.239533997,0.005443954
Brazil,S‹o Paulo,2018,2018_9,9,203969,0.16914335,0.739818306,0.383391594,0.214248244,0.006863788,0.102691218,0.300991501,0.46388102,0.088526912,0,0.140502567,0.66468522,0.253985409,0.178330181,0.005403945
Brazil,S‹o Paulo,2018,2018_10,10,221536,0.167467139,0.788133757,0.387747364,0.233370649,0.005416727,0.087651283,0.45511243,0.468597242,0.087651283,0,0.116959064,0.671243326,0.213577422,0.259344012,0.01525553
Brazil,S‹o Paulo,2018,2018_11,11,217720,0.175914018,0.811133566,0.383060812,0.237001653,0.006430277,0.068565943,0.438822037,0.442250334,0.102848915,0.010284891,0.110068662,0.644687877,0.267309607,0.178206405,0.005241365
Brazil,S‹o Paulo,2018,2018_12,12,212358,0.23309694,0.876821217,0.309854114,0.247224027,0.006592641,0.088986972,0.441375383,0.373745284,0.074749057,0.010678437,0.166463212,0.782377095,0.183109533,0.266341139,0
Brazil,S‹o Paulo,2019,2019_1,1,229058,0.30909202,1.354242157,0.477171721,0.478918003,0.00698513,0.1298027,0.496495327,0.554906542,0.126557632,0.003245067,0.258725649,1.075487013,0.446428571,0.380478896,0
Brazil,S‹o Paulo,2019,2019_2,2,219493,0.282013549,1.216439704,0.448761464,0.418692168,0.01184548,0.142717906,0.424672793,0.52213868,0.07658034,0,0.199493179,0.954332237,0.296543915,0.323502453,0.010783415
Brazil,S‹o Paulo,2019,2019_3,3,234879,0.285253258,1.215093729,0.393394045,0.419790616,0.012346783,0.124822886,0.421698941,0.435193307,0.131570069,0.016867958,0.244162979,0.818963325,0.356071011,0.259423165,0.010173457
Brazil,S‹o Paulo,2019,2019_4,4,233142,0.280086814,1.230151581,0.390320062,0.396324986,0.009865232,0.109469075,0.513136289,0.444718117,0.150519978,0.006841817,0.184979652,0.766344274,0.338248507,0.25368638,0
Brazil,S‹o Paulo,2019,2019_5,5,235239,0.292468511,1.251068063,0.365585638,0.397043007,0.012752987,0.145747302,0.520526078,0.416420863,0.15268765,0.010410522,0.241948492,0.860261304,0.344104522,0.274208291,0
Brazil,S‹o Paulo,2019,2019_6,6,233985,0.279505096,1.157766523,0.342757014,0.370109195,0.022651025,0.121367887,0.481901906,0.471192975,0.089241094,0.024987506,0.118583771,0.824439551,0.310576543,0.254108081,0.022587385
Brazil,S‹o Paulo,2019,2019_7,7,236977,0.339273432,1.312363647,0.37471991,0.425779717,0.017301257,0.109297581,0.41897406,0.484552609,0.076508307,0.003643253,0.216020551,0.735637553,0.37365717,0.186828585,0
Brazil,S‹o Paulo,2019,2019_8,8,239647,0.366789486,1.323196201,0.342169942,0.432302512,0.015439375,0.099608943,0.450084852,0.420571091,0.106987383,0.00368922,0.209970604,0.749895015,0.263963045,0.209970604,0.01199832
Brazil,S‹o Paulo,2019,2019_9,9,241544,0.333272613,1.24366575,0.346106713,0.380468983,0.01407611,0.149661391,0.460208778,0.456467243,0.104762974,0.003741535,0.197469917,0.598580685,0.296204875,0.172786177,0.006170935
Brazil,S‹o Paulo,2019,2019_10,10,246734,0.354632925,1.33625686,0.375708253,0.408131834,0.014185317,0.117446486,0.390225421,0.44326577,0.087137715,0.007577193,0.19948881,0.654572658,0.367807493,0.143382582,0.012468051
Brazil,S‹o Paulo,2019,2019_11,11,254328,0.362917178,1.292818722,0.35151458,0.366455915,0.018480073,0.101940648,0.33980216,0.50592766,0.045306955,0.007551159,0.179078671,0.494010127,0.277880697,0.129677658,0
Brazil,S‹o Paulo,2019,2019_12,12,253259,0.394457847,1.382774156,0.313513044,0.364843895,0.01895293,0.132822877,0.328150637,0.441440738,0.070317994,0.00781311,0.162771014,0.644573214,0.227879419,0.156260173,0.019532522
Brazil,S‹o Paulo,2020,2020_1,1,265067,0.511568773,1.96704984,0.395748999,0.690768749,0.022635786,0.145582714,0.436748142,0.478890506,0.095778101,0.015324496,0.171559283,0.743423561,0.425721184,0.260515949,0.012708095
Brazil,S‹o Paulo,2020,2020_2,2,261862,0.450619028,1.582894807,0.292902368,0.483078874,0.025967876,0.166507097,0.382966324,0.32468884,0.070765516,0.012488032,0.161766775,0.618933746,0.232100155,0.168800113,0
Brazil,S‹o Paulo,2020,2020_3,3,283928,0.341635908,1.546871038,0.40115804,0.33670508,0.034515793,0.0919505,0.586184437,0.367802,0.057469062,0.011493812,0.126016004,0.787600025,0.226828807,0.113414404,0.0126016
Brazil,S‹o Paulo,2020,2020_4,4,302466,0.224488042,1.179636719,0.296562258,0.164977221,0.032400336,0.066506558,0.576390172,0.295584703,0.059116941,0.036948088,0.071535022,0.649776453,0.166915052,0.089418778,0.029806259
Brazil,S‹o Paulo,2020,2020_5,5,303304,0.24134202,1.15164983,0.316514124,0.211009416,0.02241975,0.077106947,0.385534737,0.377824042,0.053974863,0.003855347,0.16117594,0.56089227,0.16117594,0.096705564,0
Brazil,S‹o Paulo,2020,2020_6,6,303569,0.259249133,1.167115219,0.273413952,0.311296608,0.013835405,0.114711787,0.348232209,0.290876316,0.057355893,0.008193699,0.096305978,0.502166885,0.199490954,0.13070097,0.006878998
Brazil,S‹o Paulo,2020,2020_7,7,287502,0.346780196,1.419120563,0.299128354,0.415997106,0.015304241,0.109203687,0.366924387,0.31013847,0.061154065,0,0.137677834,0.619550252,0.130029065,0.137677834,0.015297537
Brazil,S‹o Paulo,2020,2020_8,8,288871,0.406409782,1.501708375,0.324020064,0.455566672,0.014193187,0.122909442,0.35994908,0.35994908,0.057065098,0,0.165693546,0.544421651,0.118352533,0.126242702,0
Brazil,S‹o Paulo,2020,2020_9,9,290437,0.400431075,1.650271832,0.34396444,0.491672893,0.021347142,0.124677175,0.387389794,0.293881913,0.066791344,0.008905513,0.160901046,0.49074819,0.160901046,0.120675784,0.016090105
Brazil,S‹o Paulo,2020,2020_10,10,290111,0.488778433,1.736231994,0.347797912,0.529107824,0.020681739,0.090979393,0.409407269,0.282036119,0.059136606,0.00454897,0.163305299,0.522576958,0.220462154,0.171470564,0
Brazil,S‹o Paulo,2020,2020_11,11,293376,0.484020506,1.656577225,0.347335842,0.473453861,0.019088133,0.147677437,0.38485635,0.286404726,0.044750738,0.004475074,0.112107623,0.424407431,0.240230621,0.088084561,0.008007687
Brazil,S‹o Paulo,2020,2020_12,12,279678,0.48091019,1.526755769,0.286400789,0.392236787,0.020023026,0.133390501,0.323948359,0.271544948,0.06669525,0,0.199496921,0.459710296,0.147454246,0.043368896,0.008673779
