country,city,year,year_month,month,n_users,pct_is_hired_1mo,pct_is_unemployed,pct_job_offer,pct_job_search,pct_lost_job_1mo,pct_is_hired_1mo_male,pct_is_unemployed_male,pct_job_offer_male,pct_job_search_male,pct_lost_job_1mo_male,pct_is_hired_1mo_female,pct_is_unemployed_female,pct_job_offer_female,pct_job_search_female,pct_lost_job_1mo_female
Brazil,Belo Horizonte,2012,2012_11,11,21196,0.212304208,0.448197773,0.901113418,0.14625401,0,0.265392781,0.42462845,0.530785563,0.141542817,0,0.202839757,0.659229209,0.380324544,0.253549696,0
Brazil,Belo Horizonte,2012,2012_12,12,20927,0.195919148,0.410952358,0.716777369,0.109905863,0.004778516,0.214247456,0.339225138,0.482056776,0.071415819,0,0.183246073,0.654450262,0.340314136,0.130890052,0
Brazil,Belo Horizonte,2013,2013_1,1,22521,0.346343413,0.568358421,1.003507837,0.239776209,0,0.352053646,0.469404862,0.51969824,0.134115675,0,0.273359841,0.869781312,0.546719682,0.497017893,0
Brazil,Belo Horizonte,2013,2013_2,2,22081,0.190208777,0.511752185,1.005389249,0.208323898,0,0.223099365,0.44619873,0.42903724,0.188776386,0,0.099975006,0.79980005,0.449887528,0.299925019,0
Brazil,Belo Horizonte,2013,2013_3,3,22597,0.238969775,0.393857592,1.216975705,0.097358056,0.013276099,0.205479452,0.342465753,0.873287671,0.119863014,0,0.331989566,0.403130187,0.592838511,0.142281243,0.02371354
Brazil,Belo Horizonte,2013,2013_4,4,22992,0.226165623,0.51322199,1.026443981,0.173973556,0.004349339,0.286002692,0.487886945,0.689771198,0.084118439,0.016823688,0.16754428,0.765916707,0.40689325,0.287218765,0
Brazil,Belo Horizonte,2013,2013_5,5,23481,0.191644308,0.468463864,1.034879264,0.170350496,0,0.212591987,0.359771055,0.621422731,0.163532298,0,0.19253911,0.746089049,0.625752106,0.264741276,0
Brazil,Belo Horizonte,2013,2013_6,6,23063,0.195117721,0.481290379,0.901877466,0.143086329,0.008671899,0.165755014,0.331510028,0.464114039,0.049726504,0.016575501,0.19193858,0.623800384,0.479846449,0.239923225,0
Brazil,Belo Horizonte,2013,2013_7,7,23541,0.1614205,0.501253133,0.947283463,0.18266004,0,0.116047745,0.331564987,0.49734748,0.049734748,0,0.211914292,0.75347304,0.518012715,0.400282552,0
Brazil,Belo Horizonte,2013,2013_8,8,22578,0.190450881,0.522632651,1.00983258,0.15944725,0.013287271,0.204081633,0.476190476,0.663265306,0.102040816,0.017006803,0.224606938,0.69877714,0.374344896,0.324432244,0
Brazil,Belo Horizonte,2013,2013_9,9,22725,0.154015402,0.479647965,0.98129813,0.145214521,0.00440044,0.203320908,0.406641816,0.440528634,0.084717045,0.016943409,0.147167035,0.490556782,0.416973265,0.147167035,0
Brazil,Belo Horizonte,2013,2013_10,10,22658,0.203018801,0.529614264,0.966546032,0.154470827,0,0.154825391,0.430070532,0.619301565,0.13762257,0,0.247463499,0.816629547,0.247463499,0.197970799,0
Brazil,Belo Horizonte,2013,2013_11,11,22137,0.176175634,0.451732394,0.831187604,0.14907169,0,0.105596621,0.299190426,0.369588173,0.070397747,0,0.203977562,0.637429883,0.407955125,0.178480367,0
Brazil,Belo Horizonte,2013,2013_12,12,21893,0.196409811,0.529849724,0.676015165,0.210112821,0.01370301,0.122228043,0.33176183,0.349222979,0.174611489,0,0.364109233,0.910273082,0.312093628,0.33810143,0.052015605
Brazil,Belo Horizonte,2014,2014_1,1,21288,0.286546411,0.685832394,0.958286359,0.314731304,0.009394964,0.18175209,0.54525627,0.563431479,0.272628135,0,0.21214532,1.034208433,0.424290639,0.503845134,0
Brazil,Belo Horizonte,2014,2014_2,2,21861,0.173825534,0.466584328,0.969763506,0.169251178,0,0.158590308,0.370044053,0.528634361,0.105726872,0,0.133868809,0.669344043,0.481927711,0.240963855,0
Brazil,Belo Horizonte,2014,2014_3,3,22036,0.158831004,0.381194409,0.966600109,0.13614086,0,0.122334848,0.244669696,0.559245019,0.139811255,0,0.132135307,0.554968288,0.39640592,0.158562368,0
Brazil,Belo Horizonte,2014,2014_4,4,22797,0.201780936,0.443040751,0.960652717,0.166688599,0,0.170415815,0.11929107,0.511247444,0.085207907,0,0.266880171,0.800640512,0.427008273,0.293568188,0
Brazil,Belo Horizonte,2014,2014_5,5,22983,0.169690641,0.426402123,0.800591742,0.191445851,0.008702084,0.135501355,0.237127371,0.592818428,0.084688347,0,0.211304807,0.977284733,0.211304807,0.29054411,0
Brazil,Belo Horizonte,2014,2014_6,6,22532,0.137582105,0.412746316,0.679034262,0.133143973,0.008876265,0.191204589,0.295498001,0.451938119,0.086911177,0,0.159659393,0.612027674,0.133049494,0.266098989,0
Brazil,Belo Horizonte,2014,2014_7,7,23687,0.1350952,0.44750285,0.810571199,0.19419935,0.004221725,0.101608806,0.254022015,0.609652837,0.152413209,0.016934801,0.126839168,0.811770675,0.329781837,0.304414003,0
Brazil,Belo Horizonte,2014,2014_8,8,22573,0.13290214,0.385416205,0.846143623,0.084171355,0.008860143,0.104202848,0.225772838,0.5036471,0.052101424,0,0.220567963,0.551419906,0.220567963,0.165425972,0
Brazil,Belo Horizonte,2014,2014_9,9,22507,0.079975119,0.315457413,0.657573199,0.097747367,0.008886124,0.051903114,0.224913495,0.363321799,0,0,0.111172874,0.472484714,0.277932185,0.194552529,0
Brazil,Belo Horizonte,2014,2014_10,10,23429,0.102437151,0.405480388,0.964616501,0.115241794,0,0.085353363,0.409696142,0.870604302,0.085353363,0,0.160299225,0.454181138,0.480897676,0.160299225,0
Brazil,Belo Horizonte,2014,2014_11,11,23518,0.09354537,0.399693852,0.667573773,0.157326303,0,0.068050357,0.25518884,0.527390269,0.085062947,0,0.274725275,0.467032967,0.247252747,0.247252747,0
Brazil,Belo Horizonte,2014,2014_12,12,22414,0.14722941,0.352458285,0.646917105,0.107075935,0.004461497,0.160857909,0.268096515,0.464700626,0.035746202,0,0.118098612,0.590493062,0.354295837,0.236197225,0
Brazil,Belo Horizonte,2015,2015_1,1,22384,0.187634024,0.643316655,0.835418156,0.29038599,0.004467477,0.142729706,0.267618198,0.570918822,0.142729706,0,0.263620387,0.995899238,0.410076157,0.702987698,0
Brazil,Belo Horizonte,2015,2015_2,2,22866,0.153065687,0.551036473,0.69535555,0.218665267,0.004373305,0.123131047,0.36939314,0.545294635,0.087950748,0,0.23364486,0.525700935,0.496495327,0.321261682,0
Brazil,Belo Horizonte,2015,2015_3,3,23978,0.087580282,0.504629243,0.7631996,0.191842522,0.012511469,0.137764767,0.361632512,0.551059067,0.120544171,0,0.111607143,0.5859375,0.362723214,0.279017857,0
Brazil,Belo Horizonte,2015,2015_4,4,23281,0.120269748,0.446716206,0.730209183,0.176109274,0,0.106704606,0.35568202,0.462386626,0.142272808,0,0.091435538,0.640048766,0.335263639,0.243828101,0
Brazil,Belo Horizonte,2015,2015_5,5,23957,0.12522436,0.438285261,0.730475435,0.141920942,0.004174145,0.035460993,0.230496454,0.54964539,0,0,0.277949351,0.772081532,0.339715874,0.401482397,0
Brazil,Belo Horizonte,2015,2015_6,6,24204,0.11155181,0.437944141,0.743678731,0.190051231,0,0.146627566,0.274926686,0.641495601,0.12829912,0,0.062150404,0.77688005,0.279676818,0.403977626,0
Brazil,Belo Horizonte,2015,2015_7,7,25565,0.144729122,0.547623704,0.664971641,0.191668296,0.003911598,0.070834071,0.407295909,0.478129981,0.194793696,0,0.172910663,0.83573487,0.432276657,0.259365994,0
Brazil,Belo Horizonte,2015,2015_8,8,26239,0.083844659,0.514501315,0.701246237,0.213422768,0.007622242,0.086986778,0.313152401,0.452331246,0.139178845,0,0.142166619,0.824566392,0.36963321,0.312766562,0.028433324
Brazil,Belo Horizonte,2015,2015_9,9,27335,0.131699287,0.438997622,0.651179806,0.160965795,0.003658314,0.116959064,0.334168755,0.434419382,0.066833751,0,0.162293752,0.459832296,0.324587503,0.18934271,0
Brazil,Belo Horizonte,2015,2015_10,10,26315,0.087402622,0.47501425,0.725821775,0.193805814,0,0.072020166,0.324090745,0.37810587,0.180050414,0,0.084937712,0.821064553,0.481313703,0.36806342,0
Brazil,Belo Horizonte,2015,2015_11,11,26041,0.134403441,0.537613763,0.641296417,0.176644522,0.003840098,0.110071547,0.275178866,0.421940928,0.091726289,0,0.228702115,0.743281875,0.314465409,0.228702115,0
Brazil,Belo Horizonte,2015,2015_12,12,25908,0.131233596,0.443878339,0.54037363,0.146672842,0,0.073233248,0.256316368,0.476016111,0.09154156,0,0.117302053,0.586510264,0.263929619,0.263929619,0
Brazil,Belo Horizonte,2016,2016_1,1,26777,0.171789222,0.687156888,0.698360533,0.291294768,0.018672742,0.088715401,0.283889283,0.532292406,0.053229241,0.01774308,0.177619893,0.917702783,0.592066311,0.355239787,0
Brazil,Belo Horizonte,2016,2016_2,2,27507,0.156323845,0.596211873,0.68709783,0.218126295,0.003635438,0.136869119,0.342172797,0.547476476,0.136869119,0,0.115740741,0.83912037,0.289351852,0.434027778,0
Brazil,Belo Horizonte,2016,2016_3,3,28860,0.103950104,0.606375606,0.706860707,0.246015246,0.006930007,0.114791735,0.442768121,0.475565759,0.147589374,0,0.137324911,0.796484482,0.576764625,0.38450975,0
Brazil,Belo Horizonte,2016,2016_4,4,29173,0.10626264,0.613581051,0.599869743,0.215953107,0.010283481,0.130039012,0.373862159,0.471391417,0.097529259,0.016254876,0.135171668,0.865098675,0.37848067,0.351446337,0
Brazil,Belo Horizonte,2016,2016_5,5,30714,0.113954548,0.673959758,0.647913004,0.231164941,0.003255844,0.031565657,0.536616162,0.55239899,0.126262626,0,0.264410365,1.110523533,0.502379693,0.52882073,0
Brazil,Belo Horizonte,2016,2016_6,6,30991,0.100029041,0.638895163,0.632441677,0.238779,0,0.031456433,0.566215791,0.408933627,0.157282164,0,0.133404482,0.747065101,0.400213447,0.186766275,0
Brazil,Belo Horizonte,2016,2016_7,7,31862,0.103571653,0.630845521,0.633984056,0.23539012,0.01883121,0.047408344,0.268647282,0.505689001,0.079013906,0,0.184453228,0.658761528,0.500658762,0.368906456,0.026350461
Brazil,Belo Horizonte,2016,2016_8,8,32134,0.108918902,0.72820066,0.737536566,0.298748989,0.003111969,0.047080979,0.486503453,0.517890772,0.235404896,0,0.154400412,1.003602676,0.797735461,0.463201235,0
Brazil,Belo Horizonte,2016,2016_9,9,31647,0.129554144,0.578253863,0.676209435,0.243309002,0,0.079151496,0.364096881,0.506569574,0.142472693,0,0.157109191,0.837915685,0.418957842,0.418957842,0
Brazil,Belo Horizonte,2016,2016_10,10,32893,0.097285137,0.574590338,0.693156599,0.252333323,0,0.092222564,0.338149401,0.630187519,0.107592991,0,0.052273915,0.705697857,0.470465238,0.392054365,0
Brazil,Belo Horizonte,2016,2016_11,11,34381,0.116343329,0.660248393,0.529362148,0.229778075,0,0.117681671,0.456016475,0.323624595,0.088261253,0,0.151209677,1.134072581,0.403225806,0.478830645,0
Brazil,Belo Horizonte,2016,2016_12,12,32901,0.18844412,0.61092368,0.522780463,0.230996018,0.006078843,0.12292563,0.338045482,0.399508297,0.107559926,0.015365704,0.05217845,0.704409079,0.365249152,0.260892252,0
Brazil,Belo Horizonte,2017,2017_1,1,33183,0.195883434,0.919145346,0.69613959,0.400807642,0,0.167249506,0.486544017,0.532157519,0.152045005,0,0.16286645,1.167209555,0.325732899,0.488599349,0
Brazil,Belo Horizonte,2017,2017_2,2,32762,0.140406569,0.763079177,0.476161407,0.323545571,0.00915695,0.046970409,0.375763269,0.438390481,0.125254423,0.015656803,0.16689847,1.001390821,0.250347705,0.417246175,0
Brazil,Belo Horizonte,2017,2017_3,3,34233,0.111004002,0.855899278,0.686472118,0.385592849,0.002921158,0.015028554,0.435828073,0.616170724,0.135256988,0,0.187265918,1.203852327,0.374531835,0.668806849,0
Brazil,Belo Horizonte,2017,2017_4,4,34070,0.120340475,0.722042853,0.481361902,0.287643088,0,0.120300752,0.481203008,0.436090226,0.165413534,0,0.193691201,0.857775318,0.304371887,0.415052573,0
Brazil,Belo Horizonte,2017,2017_5,5,35190,0.099460074,0.70190395,0.556976414,0.287013356,0,0.058436815,0.379839299,0.540540541,0.058436815,0,0.026809651,0.563002681,0.348525469,0.375335121,0
Brazil,Belo Horizonte,2017,2017_6,6,34119,0.120167649,0.712213136,0.530496204,0.290160907,0.005861837,0.090361446,0.391566265,0.451807229,0.15060241,0.015060241,0.171919771,0.945558739,0.257879656,0.487106017,0
Brazil,Belo Horizonte,2017,2017_7,7,35764,0.12862096,0.648697014,0.531260485,0.271222458,0,0.073003358,0.350416119,0.438020149,0.189808731,0,0.169204738,1.128031585,0.366610265,0.423011844,0
Brazil,Belo Horizonte,2017,2017_8,8,36460,0.128908393,0.770707625,0.526604498,0.266044981,0.005485464,0.043535046,0.37730373,0.449862139,0.116093455,0.014511682,0.138657793,1.053799224,0.499168053,0.388241819,0
Brazil,Belo Horizonte,2017,2017_9,9,37230,0.126242278,0.633897395,0.470051034,0.220252485,0.008058018,0.086580087,0.418470418,0.461760462,0.086580087,0.014430014,0.081146876,0.676223965,0.432783338,0.351636462,0
Brazil,Belo Horizonte,2017,2017_10,10,37037,0.113400113,0.71010071,0.4995005,0.272700273,0.008100008,0.089020772,0.370919881,0.459940653,0.118694362,0,0.166481687,0.6381798,0.471698113,0.194228635,0
Brazil,Belo Horizonte,2017,2017_11,11,36798,0.141312028,0.744605685,0.402195772,0.29892929,0.005435078,0.075734626,0.393820055,0.348379279,0.075734626,0,0.169252468,0.677009873,0.253878702,0.394922426,0
Brazil,Belo Horizonte,2017,2017_12,12,36821,0.190108905,0.706118791,0.342196029,0.19825643,0,0.060523529,0.28748676,0.348010289,0.060523529,0,0.088365243,0.706921944,0.235640648,0.265095729,0
Brazil,Belo Horizonte,2018,2018_1,1,38789,0.164995231,0.979659182,0.451158834,0.427956379,0.00257805,0.042863266,0.514359194,0.357193885,0.157165309,0,0.174266628,0.87133314,0.43566657,0.464711008,0
Brazil,Belo Horizonte,2018,2018_2,2,39118,0.140600235,0.876834194,0.373229715,0.339996932,0,0.128113879,0.398576512,0.284697509,0.113879004,0,0.028776978,1.410071942,0.201438849,0.517985612,0
Brazil,Belo Horizonte,2018,2018_3,3,41354,0.152343183,0.889877642,0.517483194,0.353049282,0.004836292,0.110910855,0.332732566,0.512962706,0.138638569,0.013863857,0.136351241,0.927188437,0.436323971,0.354513226,0
Brazil,Belo Horizonte,2018,2018_4,4,42057,0.12601945,0.803671208,0.485055995,0.27819388,0.002377725,0.109110747,0.531914894,0.47735952,0.204582651,0,0.111049417,0.638534148,0.333148251,0.138811771,0
Brazil,Belo Horizonte,2018,2018_5,5,42643,0.154773351,0.818422719,0.372863072,0.257955585,0.007035152,0.055066079,0.412995595,0.357929515,0.096365639,0,0.137287205,0.796265788,0.384404174,0.27457441,0
Brazil,Belo Horizonte,2018,2018_6,6,43002,0.174410493,0.786009953,0.332542672,0.30928794,0.004650946,0.070492034,0.45114902,0.296066544,0.126885662,0.014098407,0.199259892,0.626245374,0.142328494,0.284656988,0
Brazil,Belo Horizonte,2018,2018_7,7,44200,0.192307692,0.805429864,0.436651584,0.291855204,0.002262443,0.11196641,0.349895031,0.363890833,0.097970609,0,0.16689847,0.751043115,0.16689847,0.361613352,0
Brazil,Belo Horizonte,2018,2018_8,8,45701,0.203496641,0.90807641,0.431062778,0.332596661,0.021881359,0.095471904,0.47735952,0.422804146,0.150027278,0.054555374,0.304371887,0.913115661,0.249031544,0.387382402,0
Brazil,Belo Horizonte,2018,2018_9,9,47820,0.150564617,0.759096612,0.388958595,0.267670431,0.014638227,0.052397171,0.366780194,0.432276657,0.117893634,0.013099293,0.18807093,0.61794734,0.349274584,0.241805481,0
Brazil,Belo Horizonte,2018,2018_10,10,51767,0.181582862,0.907914308,0.370892654,0.283964688,0.00772693,0.086891758,0.645481629,0.335153923,0.136544191,0,0.147710487,0.886262925,0.27080256,0.320039389,0
Brazil,Belo Horizonte,2018,2018_11,11,50490,0.207961973,0.974450386,0.352545058,0.287185581,0.00396118,0.065530799,0.340760157,0.393184797,0.078636959,0,0.154360689,0.643169539,0.205814253,0.154360689,0
Brazil,Belo Horizonte,2018,2018_12,12,50179,0.213236613,1.006397098,0.314872756,0.298929831,0.007971462,0.067439978,0.418127866,0.296735905,0.107903965,0,0.109080993,0.790837197,0.163621489,0.163621489,0
Brazil,Belo Horizonte,2019,2019_1,1,54791,0.255516417,1.385264003,0.419776971,0.518333303,0.009125586,0.098147467,0.453932033,0.539811066,0.0736106,0.012268433,0.18018018,0.926640927,0.489060489,0.36036036,0
Brazil,Belo Horizonte,2019,2019_2,2,53596,0.319053661,1.324725726,0.345175013,0.492574073,0.014926487,0.105610561,0.620462046,0.356435644,0.132013201,0.02640264,0.303615788,0.855644494,0.220811482,0.331217223,0
Brazil,Belo Horizonte,2019,2019_3,3,56630,0.256048031,1.352639943,0.326681971,0.43263288,0.005297545,0.077081192,0.462487153,0.308324769,0.115621788,0,0.184356071,1.158809587,0.263365815,0.316038978,0
Brazil,Belo Horizonte,2019,2019_4,4,57732,0.315249775,1.30430264,0.35335689,0.50232107,0.005196425,0.153905348,0.500192382,0.397588816,0.153905348,0.012825446,0.246710526,0.932017544,0.301535088,0.274122807,0.027412281
Brazil,Belo Horizonte,2019,2019_5,5,58287,0.281366342,1.40854736,0.315679311,0.449499888,0.013725187,0.131095962,0.524383849,0.393287887,0.10487677,0,0.167410714,1.395089286,0.251116071,0.362723214,0
Brazil,Belo Horizonte,2019,2019_6,6,58228,0.262760184,1.324105241,0.293673147,0.401868517,0.017173868,0.109920308,0.480901347,0.329760923,0.109920308,0,0.240456868,1.172227232,0.270513977,0.300571085,0
Brazil,Belo Horizonte,2019,2019_7,7,59908,0.308806837,1.413834546,0.300460706,0.444014155,0.018361488,0.110543043,0.455990051,0.331629128,0.110543043,0.027635761,0.272562084,1.059963658,0.30284676,0.333131435,0
Brazil,Belo Horizonte,2019,2019_8,8,61591,0.414021529,1.552174831,0.290626877,0.504943904,0.009741683,0.07033338,0.633000422,0.295400197,0.098466732,0,0.248756219,0.901741294,0.217661692,0.186567164,0
Brazil,Belo Horizonte,2019,2019_9,9,62936,0.311427482,1.496758612,0.313016398,0.443307487,0.014300242,0.028522533,0.442099258,0.342270394,0.057045066,0,0.25915128,1.004211208,0.323939099,0.29154519,0
Brazil,Belo Horizonte,2019,2019_10,10,65176,0.337547564,1.655517368,0.328341721,0.517061495,0.016877378,0.129236071,0.416427341,0.33026996,0.071797817,0,0.22158911,0.918012029,0.379867047,0.22158911,0
Brazil,Belo Horizonte,2019,2019_11,11,67383,0.347268599,1.66510841,0.295326714,0.500126145,0.014840538,0.085849192,0.400629561,0.314780369,0.042924596,0.014308199,0.155183116,1.086281813,0.186219739,0.310366232,0
Brazil,Belo Horizonte,2019,2019_12,12,69149,0.399138093,1.812029097,0.302245875,0.529291819,0.018799983,0.071336853,0.385219004,0.27108004,0.085604223,0.014267371,0.193174501,1.030264005,0.09658725,0.289761751,0
Brazil,Belo Horizonte,2020,2020_1,1,72427,0.479103097,2.338906761,0.370027752,0.799425629,0.020710509,0.141342756,0.5795053,0.325088339,0.240282686,0,0.253244698,0.918012029,0.158277936,0.316555872,0
Brazil,Belo Horizonte,2020,2020_2,2,72165,0.408785422,1.867941523,0.263285526,0.638813829,0.013857133,0.135726135,0.422259086,0.27145227,0.075403408,0,0.319148936,0.886524823,0.106382979,0.354609929,0
Brazil,Belo Horizonte,2020,2020_3,3,76503,0.313713188,1.769865234,0.409134282,0.42612708,0.023528489,0.085082246,0.680657969,0.382870108,0.113442995,0.014180374,0.161446561,0.839522118,0.129157249,0.096867937,0
Brazil,Belo Horizonte,2020,2020_4,4,78731,0.203223635,1.253635798,0.27816235,0.194332601,0.020322363,0.070283947,0.351419736,0.309249367,0.042170368,0.014056789,0.184899846,0.708782743,0.154083205,0.092449923,0
Brazil,Belo Horizonte,2020,2020_5,5,78666,0.272036204,1.283909186,0.245341062,0.259324232,0.019067958,0.044550045,0.341550342,0.178200178,0.044550045,0.014850015,0.065789474,0.921052632,0.098684211,0.065789474,0.032894737
Brazil,Belo Horizonte,2020,2020_6,6,79121,0.223707992,1.249984201,0.206013574,0.328610609,0.011374983,0.077736318,0.481965174,0.1710199,0.062189055,0,0.179597701,0.431034483,0.107758621,0.107758621,0
Brazil,Belo Horizonte,2020,2020_7,7,76100,0.304862024,1.398160315,0.232588699,0.356110381,0.011826544,0.066192289,0.479894092,0.198576866,0.033096144,0,0.322841001,0.766747377,0.1614205,0.201775626,0.040355125
Brazil,Belo Horizonte,2020,2020_8,8,77352,0.394301376,1.56557038,0.323197849,0.434377909,0.010342331,0.083139342,0.349185234,0.19953442,0.049883605,0,0.282258065,0.64516129,0.120967742,0.161290323,0
Brazil,Belo Horizonte,2020,2020_9,9,78194,0.404123078,1.787860961,0.328669719,0.557587539,0.015346446,0.049513121,0.445618089,0.3135831,0.099026242,0.016504374,0.124792013,0.499168053,0.083194676,0.124792013,0
Brazil,Belo Horizonte,2020,2020_10,10,77779,0.413993494,1.790971856,0.336851849,0.586276501,0.015428329,0.171998624,0.412796698,0.275197798,0.034399725,0,0.170794193,0.939368061,0.128095645,0.170794193,0
Brazil,Belo Horizonte,2020,2020_11,11,78260,0.417837976,1.924354715,0.311781242,0.632507028,0.010222336,0.171467764,0.377229081,0.24005487,0.085733882,0,0.207555002,0.664176007,0.207555002,0.207555002,0.041511
Brazil,Belo Horizonte,2020,2020_12,12,74954,0.456279852,1.663687061,0.262827868,0.481628732,0.014675668,0.147628714,0.295257428,0.184535892,0.018453589,0.018453589,0.185270959,0.602130616,0.416859657,0.092635479,0
Brazil,Belo Horizonte,2021,2021_1,1,76705,0.426308585,2.067661821,0.315494427,0.694869956,0.018251744,0.104402297,0.382808422,0.330607273,0.052201148,0.017400383,0.125523013,0.543933054,0.125523013,0.167364017,0
Brazil,Belo Horizonte,2021,2021_2,2,77125,0.39286872,1.982495948,0.422690438,0.600324149,0.014262561,0.106326422,0.425305688,0.230373915,0.035442141,0.01772107,0,1.047542305,0,0.120870266,0
Brazil,Belo Horizonte,2021,2021_3,3,76306,0.378738238,1.715461432,0.279139255,0.475716195,0.015726155,0.072582109,0.272182907,0.163309744,0,0,0.041666667,0.791666667,0.041666667,0.041666667,0
Brazil,Belo Horizonte,2021,2021_4,4,63273,0.354021463,1.406603132,0.279740174,0.382469616,0.012643624,0.211327134,0.380388842,0.211327134,0.021132713,0,0.245338567,0.490677134,0.098135427,0.049067713,0
Brazil,Belo Horizonte,2021,2021_5,5,47088,0.263336731,1.212623174,0.267584098,0.361026164,0.010618417,0.056433409,0.112866817,0.225733634,0.056433409,0,0,0.506970849,0.253485425,0.126742712,0.063371356
Brazil,Belo Horizonte,2021,2021_6,6,31413,0.162353166,0.608028523,0.15916977,0.168719957,0.003183395,0.130434783,0.043478261,0.260869565,0,0,0,0.418410042,0,0.10460251,0
Brazil,Rio de Janeiro,2012,2012_1,1,77414,0.302270907,0.505076601,0.719508099,0.174387062,0.003875268,0.421427993,0.510576222,0.867169139,0.162087689,0.016208769,0.4956535,0.960805246,0.510904377,0.2973921,0
Brazil,Rio de Janeiro,2012,2012_2,2,72692,0.260001101,0.436086502,0.653441919,0.141693721,0.001375667,0.241284633,0.624011981,0.67393294,0.149762875,0,0.473971088,0.88474603,0.434473497,0.331779761,0.007899518
Brazil,Rio de Janeiro,2012,2012_3,3,75192,0.260666028,0.458825407,0.788647728,0.163581232,0.005319715,0.465812677,0.623856264,1.006488105,0.207952088,0.008318084,0.411424955,0.973178258,0.443073028,0.356040826,0.007912018
Brazil,Rio de Janeiro,2012,2012_4,4,74525,0.212009393,0.454880912,0.723247232,0.135524992,0.004025495,0.287545186,0.591521525,0.739401906,0.213604995,0,0.396455224,0.839552239,0.575248756,0.248756219,0.007773632
Brazil,Rio de Janeiro,2012,2012_5,5,76540,0.227332114,0.465116279,0.72249804,0.145022211,0,0.285306705,0.507211919,0.721191948,0.087177049,0,0.41682748,0.825935932,0.563489,0.347356233,0
Brazil,Rio de Janeiro,2012,2012_6,6,74371,0.221860671,0.41279531,0.72743408,0.10487959,0.006723051,0.296974075,0.489605907,0.955132836,0.144473874,0.024078979,0.289718894,0.743872837,0.501135385,0.187925769,0.00783024
Brazil,Rio de Janeiro,2012,2012_7,7,76416,0.219849246,0.446241625,0.760311977,0.136097152,0.002617253,0.3203125,0.6640625,0.84375,0.2265625,0.015625,0.276667691,0.82231786,0.453427605,0.245926837,0
Brazil,Rio de Janeiro,2012,2012_8,8,75180,0.2141527,0.452247938,0.795424315,0.144985368,0.006650705,0.301276461,0.53119797,0.848331087,0.158566558,0.015856656,0.331636588,0.832947709,0.686410612,0.300786673,0.007712479
Brazil,Rio de Janeiro,2012,2012_9,9,74562,0.173010381,0.356750087,0.700088517,0.109975591,0.002682331,0.215741111,0.47942469,0.727127447,0.119856173,0,0.28558197,0.656066687,0.509416487,0.208397654,0.007718432
Brazil,Rio de Janeiro,2012,2012_10,10,76712,0.172072166,0.41062676,0.756074669,0.143393472,0.006517885,0.274660598,0.408067174,0.941693479,0.125559131,0.015694891,0.262368816,0.674662669,0.584707646,0.224887556,0.007496252
