"country","metro_area_name","year","month","n_users","pct_is_hired_1mo","pct_is_unemployed","pct_job_offer","pct_job_search","pct_lost_job_1mo","pct_is_hired_1mo_male","pct_is_unemployed_male","pct_job_offer_male","pct_job_search_male","pct_lost_job_1mo_male","pct_is_hired_1mo_female","pct_is_unemployed_female","pct_job_offer_female","pct_job_search_female","pct_lost_job_1mo_female"
"Brazil","Rio de Janeiro",2021,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2022,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2022,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2022,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2022,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2022,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2022,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2022,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2022,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2022,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2022,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2023,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2023,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2023,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2023,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2023,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2023,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2023,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2023,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2023,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2023,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2024,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2024,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2024,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2024,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2024,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2024,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","Rio de Janeiro",2024,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2007,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2007,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2007,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2007,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2007,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2007,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2007,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2007,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2007,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2007,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2008,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2008,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2008,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2008,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2008,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2008,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2008,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2008,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2008,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2008,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2009,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2009,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2009,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2009,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2009,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2009,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2009,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2009,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2009,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2010,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2010,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2010,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2010,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2010,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2010,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2010,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2011,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2011,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2011,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2011,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2011,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2011,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2011,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2011,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2011,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brazil","São Paulo",2012,1,160474,0.557722746363897,1.01013248252053,0.973366402033974,0.340865186883857,0.00560838515896656,0.750750750750751,1.32063882063882,0.975975975975976,0.361725361725362,0.00341250341250341,0.904465799886942,1.87299792726588,0.66704352741662,0.697192387412851,0.00753721499905785
"Brazil","São Paulo",2012,2,154256,0.441473913494451,0.872575458977285,0.966575044082564,0.31311585935069,0.00972409501089099,0.55428531836763,1.10857063673526,0.935356474745375,0.363749740178757,0.0138571329591907,0.737537166467158,1.5484419044677,0.602386376800402,0.579217670000386,0.00386145113333591
"Brazil","São Paulo",2012,3,154746,0.407764982616675,0.842671216057281,1.08048027089553,0.279813371589573,0.00969330386568958,0.48819893228435,1.14849676875527,1.08527676313571,0.3196122506322,0.0175611126720989,0.715007383228414,1.49996114090309,0.722779202611331,0.579000544027357,0.0194295484572939
"Brazil","São Paulo",2012,4,153129,0.331093391846091,0.717695537749218,0.892058329904851,0.218116751235886,0.00914261831527666,0.412919480701263,0.843335549567834,0.818840326136403,0.223956328515939,0.0139972705322462,0.573583719651135,1.30824231947827,0.518582541054451,0.475367329299914,0.0196432780702444
"Brazil","São Paulo",2012,5,155255,0.305948278638369,0.702070786770152,0.965508357218769,0.228656081929728,0.00708511803162539,0.338936155495608,0.802379470152867,0.792003873556063,0.262848447119043,0.00691706439786954,0.487057622058997,1.30798538827134,0.683451824502141,0.459562433716957,0.00785576809772576
"Brazil","São Paulo",2012,6,150193,0.282969246236509,0.655157031286411,0.943452757452078,0.187758417502813,0.0153136297963287,0.422825469016487,0.746162592382035,0.881182490051165,0.216742467310972,0.0319783968163729,0.421652879286804,1.12039193639065,0.590314031001526,0.373463978796884,0.00803148341498675
"Brazil","São Paulo",2012,7,152588,0.319160091226047,0.703200775945684,1.0354680577765,0.19529714001101,0.0111411120140509,0.428151870068292,0.849226849722232,0.962457096351863,0.198152931601854,0.0212306712430558,0.449948236043641,1.17066178227284,0.684876961057577,0.390220594090945,0.00796368559369276
"Brazil","São Paulo",2012,8,144933,0.311868242567255,0.678244430184982,1.10464835475703,0.218721754189867,0.0124195317836518,0.368673891185342,0.852791122034782,0.99057833389193,0.268126466316613,0.0335158082895766,0.529122748078781,1.22622097173813,0.705496997438374,0.403141141393357,0.0125981606685424
"Brazil","São Paulo",2012,9,142184,0.240533393349463,0.561947898497721,0.926264558600124,0.167388735722726,0.00773645417205874,0.279097835105982,0.697744587764954,0.829750320585351,0.154635287018179,0.0075431847325941,0.379450010658708,0.895331485823918,0.575570240886805,0.28138989554466,0.00426348326582818
"Brazil","São Paulo",2012,10,144749,0.242488721856455,0.562352762367961,0.891888717711349,0.167876807439084,0.0075993616536211,0.286703652679004,0.618088394087203,0.845217261793946,0.156383810552184,0.0148936962430651,0.359381529460928,1.08650229837025,0.55996656916005,0.363560384454659,0.0208942749686586
"Brazil","São Paulo",2012,11,140533,0.239089751161649,0.556452932763123,0.90583706318089,0.16650893384472,0.0113852262457928,0.258889819538567,0.628188532703876,0.932764790984543,0.190360161425417,0.00761440645701668,0.365226992822865,0.789909542616894,0.552087314732238,0.212341274897014,0.0127404764938209
"Brazil","São Paulo",2012,12,141024,0.268039482641253,0.517642387111414,0.769372589062855,0.146074427047878,0.00425459496255956,0.313325783314458,0.513401283503209,0.694601736504341,0.128350320875802,0.0113250283125708,0.359389038634322,0.87708039190519,0.509134471398622,0.248149574295127,0.00427844093612288
"Brazil","São Paulo",2013,1,141312,0.394163269927536,0.819463315217391,1.10960144927536,0.325520833333333,0.00424592391304348,0.433369447453954,0.831914564308931,1.0331218077697,0.348243305989785,0,0.608125593030277,1.43621150694385,0.901406020874666,0.621064435435176,0.00431294746829984
"Brazil","São Paulo",2013,2,138148,0.293163853258824,0.681153545472971,1.1574543243478,0.253351478124909,0.00651475229464053,0.358521787093216,0.724923173902766,1.10314396028682,0.291545189504373,0.0118193995745016,0.504194181688381,1.20471176155631,0.959307513831876,0.44172764590398,0.00892379082634303
"Brazil","São Paulo",2013,3,142446,0.257641492214594,0.683065863555312,1.15903570475829,0.239388961430998,0.00842424497704393,0.344894400310017,0.724665762449138,1.25944584382872,0.282890912613835,0.0155008719240457,0.419862045327964,1.16961569769933,0.749753652371364,0.38558759264813,0.00856861316995844
"Brazil","São Paulo",2013,4,140839,0.281882149120627,0.632637266666193,1.02102400613466,0.222239578525834,0.00568024481855168,0.38135263444626,0.739357148416219,0.945598879290217,0.249046618413884,0.00778270682543389,0.436777552280949,1.16032824494838,0.710315009264978,0.436777552280949,0.00441189446748434
"Brazil","São Paulo",2013,5,140126,0.264761714456989,0.631574440146725,1.03763755477213,0.203388379030301,0.00642279091674636,0.3259631622354,0.754035266857794,0.977889486706201,0.20814515178887,0.011781801044653,0.387648710065499,1.14066746869848,0.735195829434568,0.42775030076193,0.00891146459920688
"Brazil","São Paulo",2013,6,142937,0.241365076922001,0.624750764322744,0.866115841244744,0.200088150723745,0.00629648026753045,0.319108035371011,0.768935024990388,0.765090349865436,0.234525182622068,0.00768935024990388,0.340314136125654,1.13438045375218,0.536649214659686,0.405759162303665,0
"Brazil","São Paulo",2013,7,142258,0.3001588662852,0.705759957260752,0.949682970377764,0.241111220458603,0.0126530669628422,0.419016290726817,0.802788220551378,0.830200501253133,0.25062656641604,0.0234962406015038,0.494169664918289,1.16606701634228,0.580866097360094,0.429147340586935,0.0086696432441805
"Brazil","São Paulo",2013,8,137670,0.298539986925256,0.70603617345827,0.982784920461974,0.242609137793274,0.0079901213045689,0.379302084165136,0.814501317575661,0.826479278128244,0.243551864569193,0.015970614070111,0.558759913482336,1.1085075702956,0.648882480173035,0.396539293439077,0.00901225666906993
"Brazil","São Paulo",2013,9,136292,0.281748011622105,0.565697179585009,0.890000880462536,0.1915006016494,0.0088046253631908,0.347833040140732,0.663681432912202,0.795618103310411,0.163921317767472,0.0159923236846314,0.524306673412133,0.883042818378329,0.459918134572046,0.335740238237594,0.00459918134572046
"Brazil","São Paulo",2013,10,136366,0.227329392957189,0.643855506504554,0.898317762492117,0.219996186732763,0.00733320622442544,0.294390450457717,0.705730531919184,0.875105859579788,0.189539057144009,0.0241964753800863,0.374531835205993,1.03224627751895,0.447611217685211,0.379099296610944,0.00456746140495113
"Brazil","São Paulo",2013,11,130842,0.223169930144755,0.622124394307638,0.785680439002767,0.213998563152505,0.0045856834961251,0.251224720512498,0.607126407905205,0.615500565255621,0.205166855085207,0.00418707867520831,0.372536074695841,1.19777421484486,0.414976893332076,0.39139866075639,0.00943129303027445
"Brazil","São Paulo",2013,12,128661,0.254933507434265,0.572823155423943,0.582149991061782,0.170214750390561,0.00854959933468573,0.242223355430903,0.514193438721741,0.488696243413225,0.123236443991161,0.0297467278599354,0.389235944257568,1.03796251802018,0.345987506006728,0.259490629505046,0.00480538202787122
"Brazil","São Paulo",2014,1,128277,0.296233931258137,0.873890097211503,0.930798194532145,0.351582902624789,0.00623650381596077,0.373118325685122,0.793412531629283,0.784835098854913,0.330231161813269,0.0171548655487413,0.439088647119091,1.40020490803532,0.487876274576767,0.604966580475191,0
"Brazil","São Paulo",2014,2,126260,0.264533502296848,0.748455567875812,0.837161412957389,0.293046095358783,0.00396008236971329,0.29218407596786,0.708976066686719,0.618742749108409,0.232028530915653,0.00859364929317235,0.419191919191919,1.32828282828283,0.439393939393939,0.494949494949495,0
"Brazil","São Paulo",2014,3,131556,0.20751619082368,0.637751223813433,0.761652832253945,0.249323482015263,0.00456079540271823,0.228928199791883,0.616024973985432,0.711758584807492,0.249739854318418,0.00416233090530697,0.331416317379862,1.09659810897748,0.424017935471294,0.316795009260162,0.00487376937323326
"Brazil","São Paulo",2014,4,131056,0.191521181784886,0.596691490660481,0.749298010010988,0.215938224880967,0.00152606519350507,0.251667295834906,0.532695776183885,0.708862883268319,0.201333836667925,0,0.246329687653956,0.990245344368903,0.408907281505567,0.403980687752488,0
"Brazil","São Paulo",2014,5,132149,0.183883343801315,0.616728087234864,0.709804841504665,0.225503030669926,0.00681049421486353,0.22591306530561,0.669372045349956,0.627536292515584,0.19662803832155,0.00836715056687445,0.236943429756146,1.04650014808964,0.385033073353737,0.355415144634219,0.00493632145325304
"Brazil","São Paulo",2014,6,132947,0.157205502944782,0.549843170586775,0.649130856657164,0.220388575898666,0.00300871775970876,0.215169445938677,0.558612984648488,0.579302354450283,0.206893698017958,0.00413787396035917,0.27181970940002,0.963724424236434,0.380547593160028,0.385489769694573,0.00494217653454581
"Brazil","São Paulo",2014,7,138326,0.195191070369996,0.628949004525541,0.74461778696702,0.220493616529069,0.00939808857337015,0.182459554798686,0.535214694076147,0.648745083728662,0.18651421157199,0.00405465677330414,0.329686081513689,1.04639495436954,0.439581442018252,0.367910554732668,0.00477805915237231
"Brazil","São Paulo",2014,8,130352,0.194857002577636,0.560789247575795,0.721891493801399,0.198692770344912,0.0107401497483736,0.248436563008652,0.599674462434678,0.663925297695537,0.218452839886919,0.0171335560695622,0.227272727272727,0.883838383838384,0.358585858585859,0.318181818181818,0
"Brazil","São Paulo",2014,9,128256,0.14814121756487,0.53252869261477,0.7750124750499,0.184006986027944,0.0093562874251497,0.159813407049067,0.418970283344851,0.634934346924672,0.129578438147892,0.0129578438147892,0.193332636639147,0.992789215173999,0.459818162817431,0.334413209321768,0.0104504127913053
"Brazil","São Paulo",2014,10,133846,0.150172586405272,0.520747724997385,0.926437846480283,0.16735651420289,0.00448276377329169,0.126801639967877,0.536793609197346,1.00173295574623,0.14793524662919,0.00845344266452513,0.191377921031426,0.876309427880741,0.669822723609992,0.276994359387591,0.00503626107977438
"Brazil","São Paulo",2014,11,126832,0.175034691560489,0.470701400277532,0.736407215844582,0.154535133089441,0.00236533366973634,0.14175600248073,0.376539381589439,0.677770886860991,0.0797377513954107,0.00442987507752281,0.340617303359011,0.95372844940523,0.424461562647383,0.35633810197558,0
"Brazil","São Paulo",2014,12,125240,0.165282657297988,0.490258703289684,0.554934525710636,0.166081124241456,0.00638773554774832,0.166877142341692,0.428468338444885,0.518672199170124,0.139815984124121,0.0090203860725239,0.214442716989224,0.847048732107436,0.375274754731142,0.310941939634375,0.0160832037741918
"Brazil","São Paulo",2015,1,127830,0.252679339748103,0.806539935852304,0.731440194007666,0.35124775091919,0.00860517875303137,0.226470972518619,0.657636862505988,0.609729541396281,0.222115761508645,0.00871042201994687,0.379993837937763,1.27349286227791,0.405669097257882,0.575125808770669,0.00513505186402383
"Brazil","São Paulo",2015,2,127773,0.204268507431147,0.693417232122592,0.714548457029263,0.30131561440993,0.00547846571654418,0.156467315716273,0.551981919332406,0.608484005563282,0.178198887343533,0,0.354037590461811,1.00484198469308,0.447753423231114,0.473785599000364,0.0104128703077003
"Brazil","São Paulo",2015,3,134070,0.190199149697919,0.701126277317819,0.768255388975908,0.293130454240322,0.00895054822107854,0.152490681125042,0.563368349711962,0.720094883090478,0.165198237885463,0,0.262642908641467,1.10207024410341,0.422288598207848,0.607683592543001,0.0154495828612627
"Brazil","São Paulo",2015,4,129262,0.154724513004595,0.608840958673083,0.765886339372747,0.254521823892559,0.00850984821525274,0.137180281440835,0.491193910965572,0.694751747942296,0.159306133286132,0.0132755111071776,0.181199209312541,1.07621348561388,0.516143202284208,0.455743465846695,0.0109817702613661
"Brazil","São Paulo",2015,5,131949,0.162183874072558,0.604021250634715,0.771510204700301,0.219024016854997,0.00606294856346013,0.0886839304717985,0.447853848882583,0.691734657680028,0.133025895707698,0.00443419652358993,0.2413560844185,0.881230354737315,0.505163897620117,0.286259541984733,0.0168387965873372
"Brazil","São Paulo",2015,6,136542,0.15892545883318,0.64229321380967,0.692827115466303,0.272443643714022,0.0087885046359362,0.151657076586824,0.499576252286007,0.722601364913689,0.187341094607253,0.0178420090102146,0.211557732991872,0.968711724752255,0.378576995880192,0.378576995880192,0.00556730876294399
"Brazil","São Paulo",2015,7,147729,0.160428893446784,0.712791665820523,0.750698914904995,0.296488841053551,0.00812298194667262,0.168911602927801,0.54571440945905,0.848889081380744,0.212222270345186,0.00866213348347698,0.214143946516244,1.1699571712107,0.438733939204011,0.470072077718584,0.00522302308576204
"Brazil","São Paulo",2015,8,149692,0.155652940704914,0.672714640728963,0.721481441894022,0.26921946396601,0.0100205755818614,0.132044128295779,0.536695489202198,0.732631937641096,0.195936448438898,0.00851897601908251,0.223958333333333,1.0625,0.427083333333333,0.447916666666667,0.015625
"Brazil","São Paulo",2015,9,156213,0.129950772342891,0.606863705325421,0.689443260164007,0.216371236708853,0.00128030317579203,0.102585145670907,0.475995075913008,0.828887977020927,0.172343044727124,0.00410340582683627,0.196681627918705,0.907761359624792,0.433708205154067,0.337888950527006,0
"Brazil","São Paulo",2015,10,153676,0.13339753767667,0.591504203649236,0.674145605039173,0.219292537546526,0.00650719695983758,0.10941379455456,0.395572949543408,0.706981441737154,0.155704246096873,0.00841644573496612,0.185931205453982,0.914161760148745,0.392521433736184,0.387356678029129,0.0103295114141101
"Brazil","São Paulo",2015,11,150622,0.130127073070335,0.604825324321812,0.667897119942638,0.215771932387035,0.00663913638113954,0.150188808788191,0.510641949879849,0.716615173360796,0.137315482320632,0.00429110882251974,0.211394144382201,1.02526160025367,0.512630800126836,0.417503435154846,0.01056970721911
"Brazil","São Paulo",2015,12,151484,0.13796836629611,0.528768714847773,0.517546407541391,0.18021705262602,0.00528108579123868,0.0949954661254804,0.418843646098709,0.65633231141241,0.120903320523339,0,0.236584578986988,0.871061404452092,0.360253790730186,0.371007635229595,0.0107538444994085
"Brazil","São Paulo",2016,1,152608,0.184131893478717,0.790260012581254,0.840716083036276,0.369574334241979,0.00786328370727616,0.132615002072109,0.522171570658931,0.907583920430999,0.236220472440945,0.0124326564442603,0.239649194370793,1.22883948602896,0.683255149908219,0.550683255149908,0.0152967570874975
"Brazil","São Paulo",2016,2,153350,0.153896315617868,0.747962178024128,0.765568959895664,0.307140528203456,0.0058689272905119,0.106079151366789,0.481436148510812,0.869033047735618,0.179518563851489,0.00407996736026112,0.271572043451527,1.00942816150851,0.589260094281615,0.425292068046731,0.0102480016396803
"Brazil","São Paulo",2016,3,159396,0.1468041858014,0.752214610153329,0.768526186353484,0.298627318125925,0.0138021029385932,0.126532226176354,0.612890470541716,0.869909054962436,0.18584420719652,0.0316330565440886,0.223413762287757,1.1021745606196,0.590805282494291,0.441862774302453,0.0198590010922451
"Brazil","São Paulo",2016,4,160999,0.132298958378623,0.702488835334381,0.714911272740824,0.278262597904335,0.00683234057354393,0.0839529863276565,0.507715679219637,0.807547773246982,0.179899256416407,0.00799552250739586,0.162700833841773,1.02196461256864,0.477933699410209,0.432174089892211,0.0101688021151108
"Brazil","São Paulo",2016,5,165074,0.144177762700365,0.734821958636733,0.713013557556005,0.262306601887638,0.00302894459454548,0.186745073108709,0.607914812460267,0.758900190718373,0.174825174825175,0,0.188218536982399,1.19035507172652,0.529046698545122,0.45274188625496,0
"Brazil","São Paulo",2016,6,165243,0.134952766531714,0.721361873120193,0.668712139092125,0.279588242769739,0.00484135485315566,0.115981442969125,0.479923212286034,0.739881618940969,0.135978243481043,0.00399936010238362,0.137614678899083,1.07033639143731,0.412844036697248,0.489296636085627,0.0101936799184506
